"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005109","GO:0005109","frizzled binding","2/14","35/11532",0.000795926309528834,0.0350207576192687,0.0242966978698276,"RSPO3/WNT1",2
