"Chick_ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Human_Entrezid","Human_Symbol","Chick_Symbol","Chick_Entrezid","TF_Status"
"ENSGALG00000028142",45.6478824761455,-0.0805815795310507,0.617483148653814,-0.130500046368436,0.896170817459804,0.999904148208282,401494,"HACD4","HACD4",427232,"No"
"ENSGALG00000028145",457.487428303011,-0.0889024858373188,0.798528008899131,-0.111332958702202,0.91135232059248,1,54785,"BORCS6","BORCS6",101749651,"No"
"ENSGALG00000028147",136.595878524929,-1.22652957478235,0.479682326869046,-2.55696219368364,0.0105590692786791,0.1587383535624,1513,"CTSK","CTSK",395818,"No"
"ENSGALG00000028148",505.851013265405,-0.0091112255713437,0.260299875637537,-0.0350028041658803,0.97207750484392,1,148479,"PHF13","PHF13",101750144,"No"
"ENSGALG00000028149",563.379633119583,0.385580629541656,0.382139918240236,1.00900379975289,0.312972811880989,0.87489607759213,54797,"MED18","MED18",100857707,"No"
"ENSGALG00000028153",69.5315500628786,-2.26616528469264,0.908985451021463,-2.49307101906423,0.0126643512715141,0.178477642252368,2304,"FOXE1","FOXE3",772006,"Transcription Factor"
"ENSGALG00000028155",76.7937679725279,-1.06055510234423,0.575117460960394,-1.84406695038124,0.0651733837091768,0.463201368531278,80824,"DUSP16","DUSP16",431336,"No"
"ENSGALG00000028158",4.96886300056946,-4.96580159812428,1.99427812191987,-2.49002460767295,0.012773425101458,0.179684204893696,2252,"FGF7","FGF7",415439,"No"
"ENSGALG00000028165",0.528650917548002,-0.756016670187711,4.0335354718058,-0.187432756070259,0.851321342037351,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028167",1449.70560613335,-0.0524246604791686,0.125390124395496,-0.418092419414267,0.675879547205184,0.99760185705419,92400,"RBM18","RBM18",417111,"No"
"ENSGALG00000028172",830.333738706552,-0.325416930168954,0.328036766216826,-0.99201359018964,0.321190895991037,0.882727544974292,197335,"WDR90","WDR90",416407,"No"
"ENSGALG00000028173",2.22077395343527,0.207933387599824,1.32128528784089,0.157372060003489,0.874951631949215,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028174",132.039897140519,-1.32662943791923,0.598695673292603,-2.2158660853907,0.0267006748406334,0.285235451801717,112464,"CAVIN3","PRKCDBP",424047,"No"
"ENSGALG00000028175",8.91696891681224,2.29251899648615,1.14787035390899,1.99719331427905,0.045804187066211,0.385323636280772,81025,"GJA9","GJA9",100859395,"No"
"ENSGALG00000028180",1.18893473028364,-0.299488186133077,1.78734748933142,-0.167560134736365,0.86692933556793,NA,NA,"AC002542.5","NULL",NA,"No"
"ENSGALG00000028183",56.4939536731184,-1.4659567952843,1.17169346602289,-1.25114361204064,0.210882086492581,0.78200390051917,NA,NA,NA,NA,"No"
"ENSGALG00000028186",28.8830344485549,-1.78159716608564,0.991892425734168,-1.79615966395444,0.072469127710888,0.490350957333521,85004,"RERG","RERG",418173,"No"
"ENSGALG00000028187",762.924126566646,0.0162967847721076,0.184617642387348,0.0882731713035054,0.929659561896538,1,139341,"FUNDC1","FUNDC1",418558,"No"
"ENSGALG00000028191",462.685961997749,0.0674437891815791,0.450343452691991,0.14976078541483,0.880953349062788,0.99760185705419,26035,"GLCE","GLCE",415566,"No"
"ENSGALG00000028197",180.15982628457,-0.163591815344173,0.295815334433837,-0.553020064552342,0.580249670964871,0.986821248168276,124152,"IQCK","IQCK",426993,"No"
"ENSGALG00000028203",984.473555871987,-0.125616706690567,0.226948597856024,-0.553502898353476,0.579919096479857,0.986821248168276,161742,"SPRED1","SPRED1",423292,"No"
"ENSGALG00000028204",2989.16134258391,-0.0179127108006312,0.43634322141291,-0.0410518828334919,0.967254534174864,1,2876,"GPX1","GPX1",100857115,"No"
"ENSGALG00000028205",2065.17284292239,0.18958282408259,0.175456152662631,1.08051397004653,0.279913369240325,0.850954039519625,9129,"PRPF3","PRPF3",426667,"No"
"ENSGALG00000028207",19.365422107953,-1.01930047624895,0.66437849245601,-1.53421654647623,0.124976388298912,0.634575171478632,NA,NA,NA,NA,"No"
"ENSGALG00000028209",11.9144883403762,-0.392383258029571,1.0433736011203,-0.376071675196937,0.706863611175335,0.99760185705419,NA,"AC093416.2","NULL",NA,"No"
"ENSGALG00000028210",17.6877974721886,0.808147269672911,0.998524039803818,0.809341825993181,0.418318554044365,0.937702481615941,NA,NA,NA,NA,"No"
"ENSGALG00000028222",10.3275304749668,-0.776686145746018,1.00524109237983,-0.772636685501263,0.439737426949173,0.946352789634471,NA,NA,NA,NA,"No"
"ENSGALG00000028225",71.173776978699,0.335672199628427,0.407380000528026,0.823978102001438,0.409952000546805,0.935114464183876,63910,"SLC17A9","SLC17A9",419236,"No"
"ENSGALG00000028227",1821.11210689333,-0.167983078020886,0.138938286059155,-1.20904815213687,0.226644346602039,0.7994392690759,788,"SLC25A20","SLC25A20",416062,"No"
"ENSGALG00000028228",2.6034444655093,0.447958253617234,1.80852648232249,0.247692393777929,0.804372417409509,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028230",381.300020672657,-0.413215923357779,0.403328707689552,-1.0245140389953,0.30559254324769,0.871173787548611,25777,"SUN2","SUN2",418021,"No"
"ENSGALG00000028236",449.17401875226,-0.675854919663927,0.662025979355525,-1.02088881817276,0.30730711744699,0.871408697047259,51450,"PRRX2","PRRX2",396314,"Transcription Factor"
"ENSGALG00000028250",14.2477698477464,-0.838027086376976,1.03057440129863,-0.813165051762371,0.416123433689118,0.936590255913593,118932,"ANKRD22","ANKRD22",771419,"No"
"ENSGALG00000028253",272.994131575637,-0.331464231489464,0.567619016336284,-0.583955473565546,0.559250269448337,0.982359233766664,342371,"ATXN1L","ATXN1L",427566,"No"
"ENSGALG00000028254",485.218942110499,-0.122017398081599,0.447962300060472,-0.272383185069654,0.785327400463701,0.99760185705419,23325,"WASHC4","WASHC4",418077,"No"
"ENSGALG00000028262",193.669583969609,-1.20750805541887,0.42414629008296,-2.84691410405285,0.00441452720168119,0.0845326777531927,NA,NA,NA,NA,"No"
"ENSGALG00000028265",4152.70779427334,0.0677971510398204,0.136916483691592,0.49517157621821,0.620479012683725,0.994608838736253,6836,"SURF4","SURF4",374273,"No"
"ENSGALG00000028267",1502.3125824214,-0.0874417812665409,0.296096973469847,-0.295314674249602,0.767753507714539,0.99760185705419,64083,"GOLPH3","GOLPH3",427422,"No"
"ENSGALG00000028273",0.693886127363867,0,6.76668463276221,0,1,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028274",0.660741894630651,-1.89364344716938,3.56433530384748,-0.531275339086451,0.59522799201325,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028283",1.5125201621572,-0.712714364604119,4.03413929245288,-0.176670737655855,0.859767027241999,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028284",199.758461602132,-1.70687188278739,0.47233964469174,-3.61365365361473,0.000301912299868628,0.0120037345443281,5806,"PTX3","PTX3",548626,"No"
"ENSGALG00000028290",676.762881113793,0.0499215243696547,0.179755733634496,0.277718676118348,0.781228322886937,0.99760185705419,54149,"C21orf91","C1H21ORF91",395489,"No"
"ENSGALG00000028294",261.29869137967,0.352122050482832,0.378801819761571,0.929568001295423,0.352594801542352,0.901307563087082,90113,"VWA5B2","NULL",NA,"No"
"ENSGALG00000028295",1558.37759747451,0.132293209180699,0.153560703791559,0.861504316626942,0.388960344756323,0.922368148891737,4236,"MFAP1","MFAP1",415586,"No"
"ENSGALG00000028298",144.498718226888,-0.355138427492775,0.5684998910856,-0.624693923537271,0.532171962006808,0.977150757641578,54875,"CNTLN","CNTLN",769413,"No"
"ENSGALG00000028301",97.1501560850408,-1.08421053722193,0.610491509732977,-1.77596333435686,0.0757389607065976,0.501619169504699,NA,NA,NA,NA,"No"
"ENSGALG00000028302",1012.84245209338,-0.130437311113077,0.423557278077277,-0.30795672241826,0.758115263457464,0.99760185705419,27089,"UQCRQ","UQCRQ",416336,"No"
"ENSGALG00000028304",16.8140855903751,-3.49717532805666,1.66143328018288,-2.10491469610607,0.0352987342007735,0.338386301139956,4360,"MRC1","MMR1L4",771888,"No"
"ENSGALG00000028308",104.602551518534,0.0767172754360608,0.491118045326701,0.156209441225127,0.875867935071866,0.99760185705419,84951,"TNS4","TNS4",107055314,"No"
"ENSGALG00000028316",10.7587539975428,0.188768918318603,1.01892476772547,0.185262861692908,0.853022865828608,0.99760185705419,NA,"SNORD87","NULL",NA,"No"
"ENSGALG00000028318",129.050427612765,0.275022037135434,1.01372858192474,0.27129750708346,0.786162223657007,0.99760185705419,NA,NA,NA,NA,"No"
"ENSGALG00000028324",3.20917648365541,0.72995816429887,6.76668463276221,0.107875304364657,0.914094607045742,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028326",29.1842474076265,1.25545521442194,0.568078835705104,2.21000173833911,0.0271050416490729,0.288148600292955,3291,"HSD11B2","NULL",NA,"No"
"ENSGALG00000028327",23.1756796175288,1.33143099379654,0.898090561329739,1.48251306842061,0.138203828943009,0.663884418607297,NA,NA,NA,NA,"No"
"ENSGALG00000028331",9.92453611074442,0.410614007996992,1.30306387819323,0.315114258685714,0.752674902756312,0.99760185705419,NA,NA,NA,NA,"No"
"ENSGALG00000028336",825.882987915481,0.0914286283527215,0.254635932720711,0.359056270557863,0.719552994251969,0.99760185705419,84246,"MED10","MED10",420940,"No"
"ENSGALG00000028340",189.608578949627,0.370193445063288,0.550122000750493,0.672929722058488,0.500992002199679,0.971111790674033,NA,NA,NA,NA,"No"
"ENSGALG00000028341",26.8490439774662,-1.45380768157708,0.769768114681659,-1.88863068481124,0.0589413324057164,0.442880972684607,8174,"MADCAM1","MADCAM1",100858236,"No"
"ENSGALG00000028345",13.7006743961035,-1.16069222112985,0.908359698056054,-1.2777892101706,0.201323759855632,0.773504333854161,9028,"RHBDL1","RHBDL1",429205,"No"
"ENSGALG00000028346",0.679918787480986,1.39121177594099,6.72261491794047,0.206945034472866,0.836052785286127,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028347",14.4561280809073,0.586417708049219,1.01094226698042,0.580070422617491,0.561867128578607,0.98255601798538,27111,"SDCBP2","NULL",NA,"No"
"ENSGALG00000028354",1356.95400514537,-0.704448727680387,0.30554610684717,-2.30553985763184,0.0211363571776615,0.249067581234305,284207,"METRNL","METRNL",417332,"No"
"ENSGALG00000028363",2427.68765187179,-0.015899818152381,0.0819794172938752,-0.193948904215606,0.846215890629944,0.99760185705419,6687,"SPG7","SPG7",415843,"No"
"ENSGALG00000028373",161.010142729119,0.245104052953151,0.388469622162918,0.630947798668176,0.528074657026085,0.975000080870506,283431,"GAS2L3","GAS2L3",417931,"No"
"ENSGALG00000028375",763.464989838012,-0.109673948965358,0.237875946213493,-0.461055229463703,0.644758981221517,0.997259583936664,NA,NA,NA,NA,"No"
"ENSGALG00000028376",325.697759818365,-1.65796117278844,0.662681662617004,-2.50189686287828,0.0123529905482519,0.175779340713504,9965,"FGF19","FGF19",395394,"No"
"ENSGALG00000028402",1.86672746172107,2.17437136687784,2.53385889316111,0.858126461874606,0.390822636949564,NA,123745,"PLA2G4E","NULL",NA,"No"
"ENSGALG00000028407",3.26496017626175,1.6850269296139,1.90504242452077,0.88450887388389,0.376421574276612,NA,2661,"GDF9","GDF9",404533,"No"
"ENSGALG00000028409",2319.72194811167,0.0497682309219471,0.472434870519521,0.10534410990285,0.916102763028007,1,6637,"SNRPG","SNRPGP15",771344,"No"
"ENSGALG00000028411",0.505024318137829,0.72995816429887,6.76668463276221,0.107875304364657,0.914094607045742,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028415",189.640759939482,-0.26557235501487,0.445078590811526,-0.596686429088049,0.550716754845228,0.980682183344001,NA,NA,NA,424829,"Transcription Factor"
"ENSGALG00000028420",4.0247404512525,-0.106620585372091,1.54881596602536,-0.0688400608664346,0.945116929746804,1,389432,"SAMD5","NULL",NA,"No"
"ENSGALG00000028423",773.041181865384,-0.0754981242126454,0.3534071223023,-0.213629322807098,0.830836130937373,0.99760185705419,9653,"HS2ST1","HS2ST1",395140,"No"
"ENSGALG00000028424",2.09418532011202,-4.62863932935814,2.65132911890151,-1.74578074685645,0.0808490577356256,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028437",785.027367110342,0.0748581617425709,0.329020562315814,0.227518186753075,0.820020829033248,0.99760185705419,55223,"TRIM62","TRIM62",429807,"No"
"ENSGALG00000028438",1418.6524727765,0.169308716667541,0.149943859394414,1.12914738457005,0.258835665065743,0.830388178668505,1195,"CLK1","CLK1",100858576,"No"
"ENSGALG00000028439",349.912770792228,0.0155961933742766,0.338331797811774,0.0460973324858852,0.963232672117967,1,54537,"SHLD2","FAM35A",423613,"No"
"ENSGALG00000028444",40.6408810224615,-0.0876875892894837,0.634803612296626,-0.138133412587624,0.890134979460417,0.998629809927812,100507421,"TMEM178B","TMEM178B",418120,"No"
"ENSGALG00000028448",1.99178653409231,-1.08840508375404,2.07771784986197,-0.523846432674363,0.600385355032695,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028451",405.671562098993,-0.626444957556134,0.658683251847745,-0.951056453612301,0.341575718786913,0.892325790603125,NA,NA,NA,NA,"No"
"ENSGALG00000028457",11.5953405812489,-0.216567974623473,1.01378303458081,-0.213623593250426,0.830840599329646,0.99760185705419,NA,NA,NA,NA,"No"
"ENSGALG00000028459",1.35461097919485,-4.78430662247209,2.01407417106522,-2.37543715678639,0.0175281768823747,NA,389558,"FAM180A","FAM180A",772003,"No"
"ENSGALG00000028466",21.4715761718668,-1.10961603563674,1.12247635709479,-0.988542902149553,0.32288683401118,0.884214188253638,NA,NA,NA,NA,"No"
"ENSGALG00000028471",1494.18489606352,-0.167644090742788,0.558386834597405,-0.30022930405166,0.764002254096863,0.99760185705419,10695,"CNPY3","CNPY3",100858990,"No"
"ENSGALG00000028478",159.893752872694,0.243641112284043,0.496610894633387,0.490607666720453,0.623703962866903,0.994991831321477,11189,"CELF3","CELF3",431347,"No"
"ENSGALG00000028481",1.50409292503498,-1.55907089521751,2.75633293012053,-0.565632285628621,0.571643775577927,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028483",197.272902781554,-0.324176752838001,0.636561019972679,-0.509262651445285,0.610568133309534,0.994239852911043,26257,"NKX2-8","NKX2-8",771397,"Transcription Factor"
"ENSGALG00000028484",2091.81622032103,0.218723815911101,0.253891687968806,0.861484744384281,0.388971119820651,0.922368148891737,100302736,"TMED7-TICAM2","TMED7",769360,"No"
"ENSGALG00000028489",2.46713532639676,-3.81730494354438,1.86459142453366,-2.04726080647887,0.040632483940293,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028496",2.28958166622096,0.817315011767343,1.88277712140004,0.434100777238883,0.664215261115358,NA,84807,"NFKBID","LOC101751887",101751887,"No"
"ENSGALG00000028499",1784.59078347768,-0.22389172081514,0.259371340722018,-0.863209174120348,0.388022470539502,0.921425550487463,55793,"MINDY1","FAM63A",100859849,"No"
"ENSGALG00000028501",949.725356540209,-0.0347760299619789,0.316044764007541,-0.110035140342174,0.912381506150173,1,1633,"DCK","DCK",422648,"No"
"ENSGALG00000028505",3754.01270748002,0.0316325613384844,0.352585501686343,0.0897160013307197,0.92851289999772,1,5710,"PSMD4","PSMD4",100216364,"No"
"ENSGALG00000028506",292.434134753852,-1.1901167245503,0.383386669546614,-3.1042204100568,0.00190781147459252,0.0475255524838974,340527,"NHSL2","NHSL2",422133,"No"
"ENSGALG00000028512",534.890622953819,0.151757062083795,0.326684575102604,0.464536968224262,0.642263079816015,0.997259583936664,84458,"LCOR","LCOR",423847,"Transcription Factor"
"ENSGALG00000028517",7154.12565136464,0.0858327729912897,0.27196366081426,0.315603830064304,0.752303230198523,0.99760185705419,10209,"EIF1","EIF1",420037,"No"
"ENSGALG00000028519",2.20666296714201,-1.22941087515166,2.2079454731728,-0.556812154144823,0.577655778838232,NA,2826,"CCR10","CCR10",100858200,"No"
"ENSGALG00000028520",1911.86527545713,-0.339619364061833,0.274857435868875,-1.23562006968534,0.216599820999253,0.789548145804601,1471,"CST3","CST3",396497,"No"
"ENSGALG00000028530",1534.49915487416,-0.33995789616628,0.215896987703597,-1.57463010383917,0.115341849988271,0.610623729302566,NA,NA,NA,NA,"No"
"ENSGALG00000028537",1879.08016253297,-0.152092999140989,0.41344729505619,-0.367865507791793,0.712973520345558,0.99760185705419,4707,"NDUFB1","NDUFB1",423415,"No"
"ENSGALG00000028539",3.92592182926496,-1.22015673196691,2.36306199294819,-0.516345629360583,0.60561303260068,0.993202542892047,100128327,"TRAPPC3L","TRAPPC3L",421743,"No"
"ENSGALG00000028543",833.601388890041,0.118088643923517,0.339371731756947,0.347962522724462,0.727868329288413,0.99760185705419,2264,"FGFR4","FGFR4",395603,"No"
"ENSGALG00000028549",1.57735334055519,1.54281970814029,2.72698333841629,0.565760592082054,0.571556538976295,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028551",154.115852684264,-0.626625921470846,0.255705884694909,-2.45057293936936,0.014262906215604,0.194028004460719,NA,NA,NA,NA,"No"
"ENSGALG00000028556",2.81798421422374,-0.0812729931304176,1.54605164453993,-0.052568097202602,0.958076036553858,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028561",1023.44439775925,-0.135121918456503,0.277447785729566,-0.48701746925531,0.626245951193414,0.996416485223659,23334,"SZT2","SZT2",424566,"No"
"ENSGALG00000028565",3259.69293022779,-0.00979798880863919,0.315301396726426,-0.0310749933567231,0.975209732446328,1,NA,NA,NA,NA,"No"
"ENSGALG00000028567",2209.46474180268,-0.532910759272308,0.3285285325963,-1.62211408263634,0.104778923378481,0.586019834696951,10398,"MYL9","MYL9",396215,"No"
"ENSGALG00000028568",90.0870107769446,-0.0144257251872825,0.474730137752619,-0.0303872116810914,0.975758243747332,1,83544,"DNAL1","DNAL1",423246,"No"
"ENSGALG00000028569",0.917335197818529,-0.712710536767507,5.19764684348389,-0.137121770337476,0.890934544762941,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028570",87.8595989626848,0.495810832738231,0.687707720563624,0.720961562467089,0.470933164108179,0.959594198043665,647024,"C6orf132","C6orf132",101750708,"No"
"ENSGALG00000028573",184.780038320422,0.197156056919485,0.345446057522667,0.570728924606554,0.568183408715797,0.984274700132662,55776,"SAYSD1","NULL",NA,"No"
"ENSGALG00000028587",1383.92619083693,0.171633862471502,0.204405034250108,0.839675319647423,0.401090455599251,0.929626271669848,56255,"TMX4","TMX4",416729,"No"
"ENSGALG00000028595",51.6518694970749,0.459053057594026,0.480906432617004,0.95455794819783,0.339801291490404,0.891791417230188,10309,"CCNO","CCNO",100857393,"No"
"ENSGALG00000028596",1.25809131783531,-0.330631394394064,3.02393856514805,-0.109337999853802,0.912934407728225,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028600",30267.266050103,0.137918882868218,0.289430381839686,0.4765183322897,0.633705150115318,0.997053458028752,5478,"PPIA","PPIA",776282,"No"
"ENSGALG00000028602",297.937925613643,1.23870362565805,0.38028681297652,3.25728787691233,0.00112482293768369,0.0323483606693966,51617,"NSG2","HMP19",416212,"No"
"ENSGALG00000028608",19.7599744623003,0.0391713091796192,0.815465697408505,0.048035508181525,0.961687943821793,1,685,"BTC","BTC",448833,"No"
"ENSGALG00000028612",4.80817605649993,1.43032914177379,1.59559555163149,0.896423370139934,0.370026690269145,0.909301602139066,4620,"MYH2","MYH1G",427789,"No"
"ENSGALG00000028622",27.2887528010846,-0.27919702482203,0.808636779902405,-0.345268768081173,0.729892324078005,0.99760185705419,375033,"PEAR1","NULL",NA,"No"
"ENSGALG00000028626",88.7802840513225,-0.532479374138442,0.464730519183809,-1.14578094650125,0.251885800809609,0.822562051290216,NA,NA,NA,NA,"No"
"ENSGALG00000028627",329.940943453121,-1.55839951524023,0.448132383388192,-3.47754273738855,0.000506032373063134,0.0177796099150325,7078,"TIMP3","TIMP3",396483,"No"
"ENSGALG00000028638",9.94175055463328,-0.325562875924746,1.04706913163089,-0.310927775530595,0.755855528490182,0.99760185705419,NA,NA,NA,NA,"No"
"ENSGALG00000028643",347.48212961831,-0.25941279496435,0.215997926212142,-1.20099669248476,0.229752484336253,0.801761656665065,10393,"ANAPC10","ANAPC10",422461,"No"
"ENSGALG00000028648",652.963142715612,0.302728549631052,0.339791091683408,0.890925504053861,0.372969136911692,0.910891336816299,29080,"CCDC59","CCDC59",417878,"No"
"ENSGALG00000028655",0.707284480067962,-2.00518277522243,4.00579131892623,-0.500570952298117,0.616673109837821,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028658",16.5260265660882,0.108273620851994,0.836844621293637,0.129383183086747,0.897054453782607,0.999904148208282,143879,"KBTBD3","KBTBD3",418976,"No"
"ENSGALG00000028659",12.526663916017,0.311527688350175,1.14747277703838,0.27149026502766,0.786013986033292,0.99760185705419,29121,"CLEC2D","BLEC1",404776,"No"
"ENSGALG00000028664",11.6882078970377,0.882952090415391,1.17463887635318,0.751679608252566,0.452243756279518,0.95055686137793,1163,"CKS1B","CKS1B",100134845,"No"
"ENSGALG00000028666",1.38283979177168,0.643406012058762,3.59449174989114,0.178997771264393,0.857939451705719,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028673",66.2378184177863,1.27854329264856,0.745132746984364,1.71585975495368,0.0861877141980482,0.536215778037357,115123,"MARCHF3","MARCH3",768965,"No"
"ENSGALG00000028675",548.551828495466,0.161923950241039,0.336114169116453,0.481752824246268,0.629981545771732,0.996999883670481,84186,"ZCCHC7","ZCCHC7",426807,"No"
"ENSGALG00000028681",22.7129674434489,0.0816602323393291,0.740740128212161,0.110241404818209,0.912217926073561,1,10809,"STARD10","LOC422154",422154,"No"
"ENSGALG00000028682",268.368306216572,0.179464945706735,0.502687524496598,0.357010940119223,0.721083615694067,0.99760185705419,147381,"CBLN2","CBLN2",421019,"No"
"ENSGALG00000028683",2683.59128152972,0.0962365018428298,0.164647028245279,0.584501906098564,0.558882683227633,0.982316289877754,6747,"SSR3","SSR3",425027,"No"
"ENSGALG00000028685",439.435746283017,-1.45819146048514,0.518240358221907,-2.81373582228953,0.00489694534006828,0.0921383462780216,9037,"SEMA5A","SEMA5A",420931,"No"
"ENSGALG00000028691",134.498616501722,-0.282295934087578,0.319778735340788,-0.882785197667176,0.377352339624627,0.9128026925229,4350,"MPG","MPG",416648,"No"
"ENSGALG00000028696",107.293595277639,-0.384288523169005,0.354281825522626,-1.08469725366836,0.278055764635268,0.850546377485557,94033,"FTMT","FTL",378899,"No"
"ENSGALG00000028697",1.71371084071445,-0.853662326364955,1.94729335801625,-0.438384038465883,0.66110791507834,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028701",1.15968319176414,-0.645948476293274,3.19466518367466,-0.202195985856105,0.839763511145531,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028709",90.1723658827167,0.499237038306621,0.563829237238168,0.885440139202532,0.375919291671333,0.912165956591309,9781,"RNF144A","RNF144A",421922,"No"
"ENSGALG00000028721",123.577114835831,-2.24850188201166,1.18571368638469,-1.89632784695896,0.0579167062266391,0.440967208094376,25802,"LMOD1","LMOD1",771476,"No"
"ENSGALG00000028735",0.465485309763512,1.94192711831863,5.80665672404004,0.334431190030383,0.738054206722349,NA,NA,"SNORD92","LOC112532237",112532237,"No"
"ENSGALG00000028744",564.544636283681,0.195601640593488,0.217853382694997,0.89785909299989,0.369260675712949,0.908561563001391,129787,"TMEM18","TMEM18",421911,"No"
"ENSGALG00000028749",64646.9622635197,0.198938907212597,0.21682368977355,0.91751462868457,0.358873030843406,0.903612090645979,60,"ACTB","LOC776816",776816,"No"
"ENSGALG00000028759",74.2014466898934,-1.00789625408639,0.522900096009935,-1.92751208457846,0.0539158435001341,0.423139685452724,130576,"LYPD6B","LYPD6B",424310,"No"
"ENSGALG00000028762",244.717929693013,-0.158837379383736,0.385787546465196,-0.411722412605315,0.680542895481046,0.99760185705419,23503,"ZFYVE26","ZFYVE26",423276,"No"
"ENSGALG00000028770",18.5187474604605,-0.98299602018531,0.836640191128275,-1.17493282131195,0.240021593356192,0.80970948879619,3625,"INHBB","INHBB",396126,"No"
"ENSGALG00000028774",771.845843467359,-0.439670921847103,0.573137853219877,-0.7671294425539,0.443004558152272,0.947687311696382,6281,"S100A10","S100A10",396506,"No"
"ENSGALG00000028790",188.274908303852,-0.18819811058268,0.355916245678119,-0.52877077927171,0.596964470552009,0.989889559309739,58511,"DNASE2B","DNASE2B",424540,"No"
"ENSGALG00000028801",236.404452507518,-0.430273210601185,0.401106588661966,-1.07271538978334,0.283398833199256,0.852924700546052,388403,"YPEL2","YPEL2",417632,"No"
"ENSGALG00000028803",36.6816792672421,-0.0872061271213759,0.705539177264417,-0.123602104506088,0.901630326111618,0.999904148208282,79369,"B3GNT4","NULL",NA,"No"
"ENSGALG00000028807",832.544941677626,-0.0650218965756826,0.253200626749958,-0.256799903737574,0.797333244387291,0.99760185705419,55435,"AP1AR","AP1AR",422693,"No"
"ENSGALG00000028809",506.630600918929,0.156769421537165,0.287645850567767,0.545008458240321,0.585747700318835,0.987570880605793,118487,"CHCHD1","CHCHD1",423741,"No"
"ENSGALG00000028810",546.70303186161,-0.145795904717006,0.625442085963048,-0.233108561110836,0.815677107211383,0.99760185705419,400916,"CHCHD10","CHCHD10",416933,"No"
"ENSGALG00000028814",2.11560640916871,-2.55058948225719,1.8808933661046,-1.35605214427416,0.175082577726419,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028815",4.29438127266255,0.356231814655728,1.19946965277949,0.296991102551234,0.766473301982484,0.99760185705419,NA,NA,NA,NA,"No"
"ENSGALG00000028816",3.22300930317027,-0.451935937517199,1.47441644864871,-0.306518513091328,0.759209886345246,NA,NA,NA,NA,NA,"No"
"ENSGALG00000028817",569.862680588789,0.167384143088497,0.618581455271936,0.270593535680622,0.786703668187704,0.99760185705419,5013,"OTX1","OTX1",100858585,"Transcription Factor"
"ENSGALG00000028818",6.85836482569539,0.399564488665216,1.3417646262703,0.297790298568152,0.765863219446936,0.99760185705419,NA,NA,NA,NA,"No"
"ENSGALG00000028821",681.183287291192,0.97989877043848,0.274940493695511,3.56403946638609,0.00036519101007313,0.0137453589270523,152007,"GLIPR2","GLIPR2",420999,"No"
"ENSGALG00000028822",102.985878227942,-0.98598803626162,0.483428539038097,-2.0395734977159,0.0413928239185904,0.366954091208847,220441,"RNF152","RNF152",420909,"No"
"ENSGALG00000028830",31.1238276490608,-0.0138231105058502,0.653160914546581,-0.0211634073594959,0.983115304437135,1,387885,"CFAP73","CFAP73",770540,"No"
"ENSGALG00000028839",0.998282112067765,4.14144212465611,6.70235216727231,0.617908761177731,0.536635483436623,NA,122876,"GPHB5","GPHB5",428919,"No"
"ENSGALG00000028840",69.478325605144,-0.045804433229658,0.406835050028448,-0.112587234621145,0.910357805992363,1,150383,"CDPF1","CDPF1",418246,"No"
"ENSGALG00000028849",5933.53188235339,0.198121966620251,0.233632235181054,0.848007837902657,0.396433605704093,0.927920669287833,9169,"SCAF11","SCAF11",417805,"No"
"ENSGALG00000028851",1350.67236430947,-0.0560345133413203,0.180713775368127,-0.310073281503715,0.756505229870933,0.99760185705419,4218,"RAB8A","RAB8A",428352,"No"
"ENSGALG00000028858",2.48073379375667,0.759248982936412,2.17672148203002,0.348803918739448,0.727236521243146,NA,3290,"HSD11B1","HSD11B1a",771930,"No"
"ENSGALG00000028866",391.303444329896,-0.709815092267888,0.511560900197204,-1.38754758620969,0.165274851241866,0.718254027283446,80347,"COASY","NULL",NA,"No"
"ENSGALG00000028871",107.432804873038,-0.892741298497369,0.904611000933078,-0.986878666715897,0.323702123658542,0.884866672434905,10991,"SLC38A3","SLC38A3",429200,"No"
"ENSGALG00000028872",17497.6475404723,0.0640775544928893,0.197222627267102,0.324899609039829,0.745257052793369,0.99760185705419,7178,"TPT1","TPT1",396363,"No"
