"Chick_ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chick_Entrezid","Human_Entrezid","Symbol","TF_Status"
"ENSGALG00000000442",59.6511495318157,1.85337057665517,0.572060766472913,3.23981416883782,0.00119607622373439,0.0303330734521756,395117,3737,"KCNA2","No"
"ENSGALG00000000690",930.730582579106,1.50901149705644,0.424878948678335,3.55162688514106,0.00038285734572105,0.0130287245114793,419084,220032,"GDPD4","No"
"ENSGALG00000001450",68.474700688451,2.863782437537,0.819887488237762,3.49289686526662,0.000477811010209745,0.0154686029035381,428237,22997,"IGSF9B","No"
"ENSGALG00000001512",60.078578536107,3.64920391794185,0.997645360291883,3.6578167585265,0.000254372795020972,0.00942338508744782,374228,3752,"KCND3","No"
"ENSGALG00000001849",234.533568366336,2.26662293706461,0.481468677815296,4.70772667362204,2.50494665320459e-06,0.000227670089294054,NA,8927,"BSN","No"
"ENSGALG00000001912",59.8150469979168,2.79880421121719,0.753791262494551,3.71296982397355,0.000204841318857284,0.00792974343608104,428219,NA,NA,"No"
"ENSGALG00000002515",2236.10868402715,1.99208067050418,0.243611258094535,8.17729314353419,2.90291185184686e-16,5.30978864100938e-13,395535,10439,"OLFM1","No"
"ENSGALG00000002671",419.292247176169,1.58001061632269,0.506479996608172,3.11959134991275,0.00181102095864803,0.0404030052336949,416806,NA,NA,"No"
"ENSGALG00000002675",248.615376290538,1.61173226388714,0.516910100578332,3.11801271068973,0.00182074951004561,0.0404909233746161,419896,222663,"SCUBE3","No"
"ENSGALG00000002708",549.991181734806,1.52463020542169,0.325672383781299,4.68148446521499,2.84804982949807e-06,0.000249553970988295,NA,84894,"LINGO1","No"
"ENSGALG00000002714",575.751936069792,2.23727433451684,0.322357464077943,6.94035219850186,3.91123595437579e-12,2.28932462881524e-09,416809,92293,"TMEM132C","No"
"ENSGALG00000002911",1323.74280581097,1.82168212522255,0.316980751569206,5.74698026995126,9.08513257919834e-09,2.21571241719015e-06,395333,26002,"MOXD1","No"
"ENSGALG00000002958",251.310077706729,1.54188152223449,0.395059154283608,3.90291303344306,9.50418591675636e-05,0.00421165713617769,424786,92737,"DNER","No"
"ENSGALG00000003126",77.2193455374823,2.66173224134034,0.711528552277549,3.74086497698559,0.000183388027237411,0.00715604534017343,395671,2066,"ERBB4","No"
