"Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_combined","converge_case","converge_control","allZero"
"ENSGALG00000054818",0.980775604153972,1,-132.992508515471,-133.551122889189,13,7,9.07162267365336,0,0,0,FALSE
"ENSGALG00000053455",0.206766306751396,0.728238144604139,-58.0685988962883,-62.2950300773657,13,7,1.19616133376438,0,0,0,FALSE
"ENSGALG00000045540",0.121885876429232,0.533411951465546,-224.54056240367,-229.573733358473,13,7,174.017816431832,0,0,0,FALSE
"ENSGALG00000051297",0.738530732761266,1,-263.404682850641,-265.175094193406,13,7,347.45467413878,0,0,0,FALSE
"ENSGALG00000042023",0.000318334204414129,0.00516382931771501,-264.324474120475,-276.906659977587,13,7,585.010987966572,0,0,0,FALSE
"ENSGALG00000049206",0.975248508147949,1,-56.5693309994408,-57.1855859421191,13,7,0.968499370376069,0,0,0,FALSE
"ENSGALG00000029624",0.0792557127816843,0.402637188429588,-270.026241471387,-275.681232028229,13,7,774.730111344292,0,0,0,FALSE
"ENSGALG00000038527",0.216724859312648,0.743667845096427,-262.043539932681,-266.195111216311,13,7,458.482391657306,0,0,0,FALSE
"ENSGALG00000052679",0.975316799064281,1,-82.1721602258653,-82.7877486175892,13,7,2.06790169241464,0,0,0,FALSE
"ENSGALG00000042611",0.798527991059509,1,-240.918086126117,-242.458924359751,13,7,177.17625237332,0,0,0,FALSE
"ENSGALG00000048560",0.225417901597454,0.75881135282378,-51.2245183584556,-55.3130374559841,13,7,2.46915262704314,0,0,0,FALSE
"ENSGALG00000050315",0.638144537513281,1,-259.100710805035,-261.24330090484,13,7,448.701584090057,0,0,0,FALSE
"ENSGALG00000048857",0.875086356508758,1,-67.555778793815,-68.7759376508038,13,7,1.49940067443642,0,0,0,FALSE
"ENSGALG00000049873",0.987932103894811,1,-212.411114859223,-212.878974042832,13,7,70.6342969060364,0,0,0,FALSE
"ENSGALG00000053510",0.994252100002987,1,-191.586092385351,-191.941558289745,13,7,57.7002730475881,0,0,0,FALSE
"ENSGALG00000051677",0.485696334902366,1,-122.960830924899,-125.693333599951,13,7,7.02663059889279,0,0,0,FALSE
"ENSGALG00000031626",0.834859628729831,1,-64.3889143708093,-65.7832720761605,13,7,1.91918390289609,0,0,0,FALSE
"ENSGALG00000041494",0.896835086291199,1,-295.989358693372,-297.107014721805,13,7,1220.16764908852,0,0,0,FALSE
"ENSGALG00000039682",0.711499423884207,1,-150.982314081965,-152.853475549659,13,7,16.2951453805062,0,0,0,FALSE
"ENSGALG00000038044",0.631436566824329,1,-221.768754483575,-223.936269725317,13,7,116.588029092813,0,0,0,FALSE
"ENSGALG00000032458",0.719616363071747,1,-237.96924525461,-239.81025421131,13,7,273.934893782746,0,0,0,FALSE
"ENSGALG00000047768",0.993317511298656,1,-75.2421691277806,-75.6177947552104,13,7,2.55349122551606,0,0,0,FALSE
"ENSGALG00000035824",0.516561026737531,1,-259.432715931998,-262.040165445721,13,7,588.586838856775,0,0,0,FALSE
"ENSGALG00000033919",0.0183326277366313,0.143685717233249,-309.613865331518,-317.24354424271,13,7,1609.57157872963,0,0,0,FALSE
"ENSGALG00000051055",0.914409106287162,1,-279.744142217323,-280.772500629907,13,7,509.404800529326,0,0,0,FALSE
"ENSGALG00000052929",0.838651236197583,1,-202.953415248874,-204.331990550051,13,7,56.8151042563519,0,0,0,FALSE
"ENSGALG00000054904",0.196660370116751,0.708349215972009,-232.347868261622,-236.653411498015,13,7,159.041423117576,0,0,0,FALSE
"ENSGALG00000050267",0.00311753109879206,0.035635417787602,-269.915207754751,-279.770537191056,13,7,1270.68542533027,0,0,0,FALSE
"ENSGALG00000054662",0.304813376687729,0.880329234186908,-209.500985276952,-213.089343888464,13,7,94.3256407239716,0,0,0,FALSE
"ENSGALG00000048059",0.478903704669256,1,-172.086768810299,-174.847345593897,13,7,39.7353860011745,0,0,0,FALSE
"ENSGALG00000053846",0.317323432915056,0.896796499958716,-283.339450574183,-286.858580576962,13,7,577.676167307258,0,0,0,FALSE
"ENSGALG00000054163",0.933756647855273,1,-164.463169617927,-165.383484817174,13,7,22.1583508515661,0,0,0,FALSE
"ENSGALG00000047166",0.674589135547634,1,-250.455961865221,-252.463673420218,13,7,462.517964182285,0,0,0,FALSE
"ENSGALG00000048258",0.0014385113543149,0.0189888490185017,-202.575068295319,-213.36828019104,13,7,76.3264513262818,0,0,0,FALSE
"ENSGALG00000054512",0.00219761660082107,0.0267241031087501,-220.831812901087,-231.11317892026,13,7,110.007913675046,0,0,0,FALSE
"ENSGALG00000053334",0.224469879655697,0.756194369427231,-54.5111324162052,-58.606429327181,13,7,1.04513533295093,0,0,0,FALSE
"ENSGALG00000049223",0.942029657411763,1,-43.1362187001182,-44.0059787007119,13,7,0.68995974534206,0,0,0,FALSE
"ENSGALG00000054297",0.878698621120512,1,-294.483842492337,-295.687473990107,13,7,1240.87445963595,0,0,0,FALSE
"ENSGALG00000049264",0.457452409310506,1,-267.376320273947,-270.227037505584,13,7,417.110709527919,0,0,0,FALSE
"ENSGALG00000043476",0.913763384386621,1,-279.072445036186,-280.104213011965,13,7,609.445227438192,0,0,0,FALSE
"ENSGALG00000033149",0.187270286776103,0.685912385657802,-245.241579619037,-249.623760660142,13,7,500.18675650336,0,0,0,FALSE
"ENSGALG00000043771",0.954698048948279,1,-241.802882131204,-242.587966092421,13,7,266.56104010746,0,0,0,FALSE
"ENSGALG00000029341",0.704600702527988,1,-277.894507201231,-279.791246020073,13,7,653.306513768052,0,0,0,FALSE
"ENSGALG00000043178",0.723697630729841,1,-334.060302241219,-335.886121539259,13,7,2899.87936119301,0,0,0,FALSE
"ENSGALG00000041965",0.555622212763471,1,-172.689114879041,-175.143283793577,13,7,26.3739558515444,0,0,0,FALSE
"ENSGALG00000041528",0.858873385900664,1,-351.904436587433,-353.196774260548,13,7,4820.89331880744,0,0,0,FALSE
"ENSGALG00000054793",0.707223153623613,1,-305.190790758252,-307.077811413136,13,7,1769.94400693543,0,0,0,FALSE
"ENSGALG00000046885",0.536051129182927,1,-255.638978194754,-258.16933092701,13,7,278.283700286814,0,0,0,FALSE
"ENSGALG00000039982",0.638566674225197,1,-168.007627618857,-170.148650616105,13,7,24.647623308733,0,0,0,FALSE
"ENSGALG00000039420",0.937783646932457,1,-294.593638168331,-295.489738555462,13,7,1533.29648866662,0,0,0,FALSE
"ENSGALG00000051854",0.309382806041278,0.887162406273493,-263.021399986227,-266.584228307053,13,7,261.654747776334,0,0,0,FALSE
"ENSGALG00000036114",0.694024715441571,1,-335.964818612661,-337.90070251804,13,7,4293.65805056831,0,0,0,FALSE
"ENSGALG00000032868",0.000960117905004962,0.0135825429991911,-280.993767126376,-292.271214730327,13,7,1164.76711042023,0,0,0,FALSE
"ENSGALG00000038520",0.0303863857943615,0.210002493604597,-260.984952116057,-267.951767934547,13,7,440.413712593944,0,0,0,FALSE
"ENSGALG00000047596",0.759125599226834,1,-172.25672610064,-173.949514831471,13,7,26.8272910804547,0,0,0,FALSE
"ENSGALG00000040060",0.953764963508058,1,-268.975387149531,-269.767076002354,13,7,348.437824973885,0,0,0,FALSE
"ENSGALG00000031975",0.328441618950756,0.911595163430949,-292.372313927328,-295.831609151141,13,7,1229.94427114343,0,0,0,FALSE
"ENSGALG00000008003",0.998726568011038,1,-265.322914214399,-265.530297594564,13,7,623.491003003567,0,0,0,FALSE
"ENSGALG00000008013",0.842834602072733,1,-245.841766217541,-247.2027969678,13,7,350.354189801307,0,0,0,FALSE
"ENSGALG00000028816",0.994499842898257,1,-98.5760105500019,-98.9258071195969,13,7,3.16704119591013,0,0,0,FALSE
"ENSGALG00000036140",0.643320618807296,1,-111.600978050437,-113.724363691006,13,7,6.40009113425207,0,0,0,FALSE
"ENSGALG00000008036",0.56122045759233,1,-281.546082219228,-283.978661345566,13,7,924.70410689087,0,0,0,FALSE
"ENSGALG00000008087",0.934011353231462,1,-28.436445604702,-29.355249791663,13,7,0.788196333112589,0,0,0,FALSE
"ENSGALG00000008103",0.174486516018114,0.661308774215803,-235.587607502094,-240.079548954635,13,7,366.50336417904,0,0,0,FALSE
"ENSGALG00000008111",0.673060934399236,1,-207.585477355557,-209.598835052372,13,7,141.898645146746,0,0,0,FALSE
"ENSGALG00000008144",0.900062796080585,1,-282.166071688899,-283.267825685092,13,7,2086.49457573679,0,0,0,FALSE
"ENSGALG00000008153",0.914354419179332,1,-107.753945588114,-108.782593186524,13,7,4.47393291848753,0,0,0,FALSE
"ENSGALG00000008162",0.877903188316309,1,-251.944317826013,-253.15160403501,13,7,320.393270512186,0,0,0,FALSE
"ENSGALG00000008168",0.758915816855519,1,-213.240938491405,-214.934522888506,13,7,90.8966508091783,0,0,0,FALSE
"ENSGALG00000008169",0.0953080001310286,0.453980872488902,-362.984504124295,-368.376171914458,13,7,11804.0889514552,0,0,0,FALSE
"ENSGALG00000055101",0.319572029707603,0.900367406120421,-281.110617419984,-284.617521969608,13,7,880.596658226592,0,0,0,FALSE
"ENSGALG00000008401",0.99997547019618,1,-224.813537300724,-224.867045070055,13,7,98.862575617514,0,0,0,FALSE
"ENSGALG00000008424",0.988383191480954,1,-87.3622769290057,-87.8234833689527,13,7,2.92137431004677,0,0,0,FALSE
"ENSGALG00000008437",0.000358679514242397,0.00573951966382464,-282.162957007977,-294.60521701599,13,7,1518.15575195687,0,0,0,FALSE
"ENSGALG00000050230",0.75679843088128,1,-188.742611670186,-190.444220579412,13,7,43.7211273187522,0,0,0,FALSE
"ENSGALG00000047026",0.124035081489077,0.539005390882679,-179.991848705535,-184.999189791875,13,7,47.6470377090486,0,0,0,FALSE
"ENSGALG00000008444",0.00453417923424761,0.0480520010897849,-253.130514164295,-262.525298879903,13,7,371.556430162856,0,0,0,FALSE
"ENSGALG00000047442",0.40082153566772,0.984755836721378,-78.7545293879359,-81.8561079942589,13,7,2.56625962284883,0,0,0,FALSE
"ENSGALG00000038187",0.813692292602427,1,-261.483331014143,-262.963964579174,13,7,528.670686355788,0,0,0,FALSE
"ENSGALG00000037842",0.329399150393966,0.912449672289547,-179.280286478369,-182.734498993128,13,7,38.3139158158759,0,0,0,FALSE
"ENSGALG00000008477",0.206985254548145,0.728238144604139,-258.863164551288,-263.087917906856,13,7,1108.46943384811,0,0,0,FALSE
"ENSGALG00000006489",0.0318680419863796,0.216981714446433,-327.98598624364,-334.889483450133,13,7,3025.30728996495,0,0,0,FALSE
"ENSGALG00000006473",2.07207802847705e-11,1.58353204503871e-09,-233.890342096111,-264.718786311993,13,7,244.774589949041,0,0,0,FALSE
"ENSGALG00000006409",4.59436821809925e-08,1.98678410992438e-06,-335.35896540182,-357.879195557896,13,7,4282.0803424411,0,0,0,FALSE
"ENSGALG00000006356",0.333442031139789,0.916945214330159,-278.297371021968,-281.730242212603,13,7,1292.08754629266,0,0,0,FALSE
"ENSGALG00000051559",0.915648174212959,1,-201.712440299811,-202.734225155679,13,7,49.6546600197105,0,0,0,FALSE
"ENSGALG00000048728",0.144500527402044,0.591547991419588,-145.091868568375,-149.871304822864,13,7,12.6950634156439,0,0,0,FALSE
"ENSGALG00000047050",0.927241084196308,1,-16.8147478630344,-17.7728529707886,13,7,1.79389283873268,0,0,0,FALSE
"ENSGALG00000041978",0.905603603294324,1,-38.1363661860791,-39.2103279662134,13,7,1.80308768440813,0,0,0,FALSE
"ENSGALG00000006332",0.263787588345881,0.822106013869725,-295.398314365611,-299.230186389552,13,7,2197.38946524094,0,0,0,FALSE
"ENSGALG00000040369",0.0282541024370399,0.198945685547544,-283.527870553248,-290.591142489682,13,7,594.224067784036,0,0,0,FALSE
"ENSGALG00000034970",0.114514745102329,0.512791481981164,-208.182858003691,-213.307811825043,13,7,87.5403146124333,0,0,0,FALSE
"ENSGALG00000009279",0.43172362583994,1,-177.48464525585,-180.446793937151,13,7,28.0970055836637,0,0,0,FALSE
"ENSGALG00000053050",0.387216472237444,0.971878263415896,-89.1114030631722,-92.276590866957,13,7,3.37829154693839,0,0,0,FALSE
"ENSGALG00000029446",0.0942311259047941,0.450814317941716,-227.711776319882,-233.119795447065,13,7,143.028692041335,0,0,0,FALSE
"ENSGALG00000006891",0.459574833421153,1,-124.534412431557,-127.376105204292,13,7,8.57491865730496,0,0,0,FALSE
"ENSGALG00000006833",0.146319458481992,0.596226905688037,-72.4025113303876,-77.1630939567284,13,7,2.32927315894069,0,0,0,FALSE
"ENSGALG00000030702",0.582425229051233,1,-231.286468123564,-233.637985597675,13,7,225.313761530014,0,0,0,FALSE
"ENSGALG00000006753",0.1478480795506,0.60040001155111,-348.596116633554,-353.34101264595,13,7,4742.40495065085,0,0,0,FALSE
"ENSGALG00000006731",0.116313700384585,0.517890986393445,-343.902064282214,-349.004142104315,13,7,2555.76943672251,0,0,0,FALSE
"ENSGALG00000029270",0.00707651866220636,0.0682626092932093,-247.568912497475,-256.410179746975,13,7,211.151486298704,0,0,0,FALSE
"ENSGALG00000049441",0.999482770388984,1,-56.8626252022556,-57.0140956000518,13,7,0.933834628180379,0,0,0,FALSE
"ENSGALG00000034590",0.022646995116504,0.16899462264967,-246.005519756468,-253.359898046814,13,7,335.884459383183,0,0,0,FALSE
"ENSGALG00000049014",0.00528751140953885,0.0544411017950777,-171.38785184422,-180.592321305791,13,7,39.0837521557658,0,0,0,FALSE
"ENSGALG00000046927",0.246438614826134,0.793418674571881,-148.060867128205,-152.004770891682,13,7,14.6249378176334,0,0,0,FALSE
"ENSGALG00000035563",0.411822304878978,0.991508264903042,-268.983951392519,-272.035129850696,13,7,763.202523011574,0,0,0,FALSE
"ENSGALG00000006690",0.164659632525363,0.638821725311748,-266.355846257796,-270.936944563213,13,7,624.388963833266,0,0,0,FALSE
"ENSGALG00000055058",0.637999345495516,1,-238.099652222157,-240.242781357507,13,7,153.327029780369,0,0,0,FALSE
"ENSGALG00000033772",0.0669522130279059,0.36208671647742,-318.491220194949,-324.383479824406,13,7,2311.15594658902,0,0,0,FALSE
"ENSGALG00000003674",0.449824462499835,1,-260.336396746566,-263.219751124261,13,7,650.573919327305,0,0,0,FALSE
"ENSGALG00000036300",0.963759994732383,1,-269.595053370154,-270.312033919267,13,7,895.42399250253,0,0,0,FALSE
"ENSGALG00000013967",0.542844965092837,1,-214.553218374226,-217.056994039469,13,7,141.329873475606,0,0,0,FALSE
"ENSGALG00000014038",0.449860170917012,1,-236.215952964197,-239.099153802706,13,7,309.742835354435,0,0,0,FALSE
"ENSGALG00000033051",0.000104538735241872,0.00195927249031543,-202.46151977596,-216.338458076695,13,7,86.92524024072,0,0,0,FALSE
"ENSGALG00000030140",0.152315832257686,0.610710019432108,-247.479559909741,-252.179406446481,13,7,160.580597991026,0,0,0,FALSE
"ENSGALG00000013738",0.882227287417269,1,-247.389290668442,-248.57660091109,13,7,486.041047469984,0,0,0,FALSE
"ENSGALG00000034198",0.000549974798607497,0.00842059860044121,-273.152758823951,-285.091685861827,13,7,774.115300099533,0,0,0,FALSE
"ENSGALG00000051529",0.883530060576078,1,-170.245644137326,-171.426882563916,13,7,27.0706126232342,0,0,0,FALSE
"ENSGALG00000035636",0.265016152953431,0.823161042089409,-211.23652032443,-215.060683899304,13,7,141.857432876532,0,0,0,FALSE
"ENSGALG00000051968",0.969727197202955,1,-116.17154752049,-116.838745878094,13,7,5.91033979865642,0,0,0,FALSE
"ENSGALG00000014575",0.959719109038131,1,-293.315670589354,-294.063977997685,13,7,1116.59657199499,0,0,0,FALSE
"ENSGALG00000006682",0.17426941734659,0.660636469864236,-252.56929469741,-257.063158692574,13,7,314.451734879912,0,0,0,FALSE
"ENSGALG00000043593",0.220047782900522,0.749701612380142,-253.53249811229,-257.659725372247,13,7,705.887796023574,0,0,0,FALSE
"ENSGALG00000034992",0.974254690349606,1,-278.749639054671,-279.375483649838,13,7,379.894209708345,0,0,0,FALSE
"ENSGALG00000050213",0.965102182225306,1,-203.390265506155,-204.096445848975,13,7,50.8751266995118,0,0,0,FALSE
"ENSGALG00000054941",0.611426398993141,1,-173.883499328646,-176.125679620794,13,7,31.9590544031563,0,0,0,FALSE
"ENSGALG00000054570",0.646050761162288,1,-83.6875990258991,-85.8008640307906,13,7,5.43899431247804,0,0,0,FALSE
"ENSGALG00000033226",0.176838267372706,0.665536506159641,-275.173154538794,-279.6444000022,13,7,951.316134463247,0,0,0,FALSE
"ENSGALG00000035201",0.757225874135517,1,-292.700710828308,-294.400700725411,13,7,1586.0747923934,0,0,0,FALSE
"ENSGALG00000013920",0.597752994734717,1,-286.15049370881,-288.444032357691,13,7,1220.82672065817,0,0,0,FALSE
"ENSGALG00000013926",0.310465050648711,0.888641316527217,-209.094780531925,-212.651603885824,13,7,144.445951410522,0,0,0,FALSE
"ENSGALG00000000451",0.925402812698995,1,-85.3460060807428,-86.3144930730182,13,7,2.67605928095506,0,0,0,FALSE
"ENSGALG00000006633",2.76834319363178e-09,1.51023768686435e-07,-194.922886155429,-220.495968488317,13,7,113.120118139616,0,0,0,FALSE
"ENSGALG00000030844",0.883132864338589,1,-285.420724843869,-286.60381717176,13,7,499.828741825193,0,0,0,FALSE
"ENSGALG00000033788",0.685522942337344,1,-48.0021277201532,-49.9694410471018,13,7,0.855059316392413,0,0,0,FALSE
"ENSGALG00000030324",0.0031022165690619,0.0355082632469125,-216.714991371865,-226.576345696285,13,7,98.4214175499369,0,0,0,FALSE
"ENSGALG00000006576",0.283885023633096,0.849355630950859,-199.865409739056,-203.574576741496,13,7,51.955795521614,0,0,0,FALSE
"ENSGALG00000006563",0.000198460371468042,0.00344295732497885,-274.073201541532,-287.207124367888,13,7,523.518087696185,0,0,0,FALSE
"ENSGALG00000006560",0.00196125926605556,0.0242659642618039,-290.374268899981,-300.793533307756,13,7,829.807099386542,0,0,0,FALSE
"ENSGALG00000038225",0.0140236910784517,0.116241254240743,-190.953663118407,-198.92877078984,13,7,51.6261796920384,0,0,0,FALSE
"ENSGALG00000037435",0.658399632649148,1,-76.9656651486011,-79.033214489546,13,7,1.99356663198497,0,0,0,FALSE
"ENSGALG00000039659",0.44717209233244,1,-174.628178708131,-177.522958056207,13,7,28.5342991270302,0,0,0,FALSE
"ENSGALG00000039355",0.813464341219454,1,-75.3930461355248,-76.8745936842944,13,7,1.68066114390106,0,0,0,FALSE
"ENSGALG00000008486",0.00108381245188681,0.0149890754851429,-244.692054655939,-255.824757280676,13,7,260.039216081791,0,0,0,FALSE
"ENSGALG00000033974",0.0569374854985504,0.325016618766677,-164.576659160159,-170.693903593039,13,7,45.0986789438743,0,0,0,FALSE
"ENSGALG00000052297",0.616902040347233,1,-90.9483128124745,-93.1700087603143,13,7,3.16885738470426,0,0,0,FALSE
"ENSGALG00000040444",0.00308354318171447,0.0353173259766134,-216.751135820527,-226.619875811692,13,7,116.732202875862,0,0,0,FALSE
"ENSGALG00000008439",0.258249265338927,0.81356778153148,-104.558840180478,-108.425819599006,13,7,4.94864170580172,0,0,0,FALSE
"ENSGALG00000008427",0.994413697745468,1,-60.6355635978896,-60.9873485986986,13,7,1.65447114195849,0,0,0,FALSE
"ENSGALG00000052110",0.837313265955986,1,-46.2492692897846,-47.6334264515996,13,7,1.00947938967761,0,0,0,FALSE
"ENSGALG00000008382",0.00591260158532241,0.0593940091262133,-300.541629175188,-309.607218209291,13,7,1579.07558705027,0,0,0,FALSE
"ENSGALG00000038834",0.270673696698484,0.829853820242803,-215.100721471825,-218.88974795343,13,7,78.0666114594123,0,0,0,FALSE
"ENSGALG00000008335",0.148517261371985,0.602014413380267,-256.47957202892,-261.217645504798,13,7,469.433762119455,0,0,0,FALSE
"ENSGALG00000008330",0.04478422209301,0.274939147406187,-259.270624852849,-265.716600398299,13,7,360.481780354258,0,0,0,FALSE
"ENSGALG00000008328",0.521198169321263,1,-285.641284006745,-288.230269661659,13,7,636.834070350741,0,0,0,FALSE
"ENSGALG00000038546",0.902614123586475,1,-58.1167032093571,-59.2057403016559,13,7,1.01229269158788,0,0,0,FALSE
"ENSGALG00000051957",0.81005514167772,1,-287.37590000157,-288.871082541458,13,7,1021.38807245362,0,0,0,FALSE
"ENSGALG00000055027",0.985957452093799,1,-110.17330032948,-110.668716644337,13,7,4.84534130947665,0,0,0,FALSE
"ENSGALG00000008312",0.859832194522108,1,-247.021703410486,-248.309855421526,13,7,230.359192122243,0,0,0,FALSE
"ENSGALG00000046379",0.27883911157759,0.841801869825898,-63.985414354235,-67.7247329762356,13,7,1.47802486157949,0,0,0,FALSE
"ENSGALG00000050444",0.977771616318209,1,-49.9968799091294,-50.5878058095186,13,7,0.736779676480964,0,0,0,FALSE
"ENSGALG00000008309",0.895026940438193,1,-106.414156851629,-107.540634226089,13,7,4.86536799813397,0,0,0,FALSE
"ENSGALG00000008306",0.999890409593396,1,-57.5313978044979,-57.6203055093725,13,7,1.57579096390452,0,0,0,FALSE
"ENSGALG00000008301",0.763063485857325,1,-206.687009579399,-208.36484087431,13,7,70.5243737504953,0,0,0,FALSE
"ENSGALG00000045817",0.0421464658335724,0.263304030736166,-105.018500053707,-111.546781494586,13,7,9.17556752861077,0,0,0,FALSE
"ENSGALG00000008298",0.766526209880839,1,-125.406823384734,-127.07146655903,13,7,35.3165117144529,0,0,0,FALSE
"ENSGALG00000053565",0.603246089238701,1,-61.9712365208765,-64.2441050327103,13,7,1.19393282715259,0,0,0,FALSE
"ENSGALG00000008288",0.631539746754235,1,-197.094757328967,-199.261888833089,13,7,51.5435883404127,0,0,0,FALSE
"ENSGALG00000008285",0.759099208378413,1,-228.576910607444,-230.26979944026,13,7,211.219429188555,0,0,0,FALSE
"ENSGALG00000008280",0.273028877399946,0.833937666123239,-273.760181371203,-277.534751082325,13,7,1245.25957552076,0,0,0,FALSE
"ENSGALG00000008249",0.196056363534965,0.706807508229959,-355.757857068856,-360.068235920802,13,7,3563.66503767075,0,0,0,FALSE
"ENSGALG00000008236",0.0874618953973587,0.430749834831991,-313.930697924855,-319.445563411954,13,7,3598.76123764294,0,0,0,FALSE
"ENSGALG00000008222",0.982522314065972,1,-271.40228258275,-271.940804780294,13,7,332.638990799499,0,0,0,FALSE
"ENSGALG00000008193",6.03881766439886e-06,0.000164467338233167,-270.12702958444,-287.248410295835,13,7,428.351495461832,0,0,0,FALSE
"ENSGALG00000008175",0.394716678109512,0.979433945491207,-250.256818566877,-253.386759116027,13,7,544.358100626144,0,0,0,FALSE
"ENSGALG00000043367",0.937488795288699,1,-156.167513092066,-157.065410741206,13,7,16.8373285642011,0,0,0,FALSE
"ENSGALG00000034533",0.892626655060701,1,-212.298654218709,-213.436749514355,13,7,69.7590215956504,0,0,0,FALSE
"ENSGALG00000054277",0.194098203557928,0.702318601853483,-159.731472948343,-164.057615437185,13,7,19.3264006238772,0,0,0,FALSE
"ENSGALG00000008167",0.638748300010946,1,-313.439842083339,-315.580190879138,13,7,1796.26807064315,0,0,0,FALSE
"ENSGALG00000008154",0.0420087951362609,0.262814374652754,-292.013997989311,-298.546706711504,13,7,1065.22281453183,0,0,0,FALSE
"ENSGALG00000047845",0.940000907232237,1,-196.261905625217,-197.144360698808,13,7,67.3023364787412,0,0,0,FALSE
"ENSGALG00000008132",0.250666463515866,0.800345110415326,-290.071749400166,-293.987783390267,13,7,1339.13070495644,0,0,0,FALSE
"ENSGALG00000008123",0.734361774753492,1,-241.516271935792,-243.302291759122,13,7,407.107829949837,0,0,0,FALSE
"ENSGALG00000045949",0.286717967665556,0.852222894670629,-191.999244364487,-195.691665322238,13,7,49.8521907131307,0,0,0,FALSE
"ENSGALG00000008115",0.985921362055814,1,-251.253714865533,-251.749613478246,13,7,225.98305412958,0,0,0,FALSE
"ENSGALG00000054032",0.655070233978785,1,-134.537359971448,-136.61722622338,13,7,9.69524193494655,0,0,0,FALSE
"ENSGALG00000052028",0.270893354068399,0.829973152495348,-88.6172056699564,-92.4048796582414,13,7,2.89114340543427,0,0,0,FALSE
"ENSGALG00000029006",0.0443718307627677,0.272974517496139,-137.52122074266,-143.979759324407,13,7,15.9663976379259,0,0,0,FALSE
"ENSGALG00000008098",0.553311133767129,1,-283.327386450938,-285.790493130541,13,7,760.285415139557,0,0,0,FALSE
"ENSGALG00000048516",0.680833763665877,1,-215.506846313643,-217.491486573622,13,7,96.994541140393,0,0,0,FALSE
"ENSGALG00000008081",0.366966070885808,0.952049815160284,-222.35400514933,-225.61673603221,13,7,135.578519902559,0,0,0,FALSE
"ENSGALG00000008060",0.00275322826770883,0.0320938443040615,-220.924856184142,-230.931998787974,13,7,170.721034383334,0,0,0,FALSE
"ENSGALG00000008050",0.88541953336145,1,-266.663648992749,-267.836035434937,13,7,606.929609998556,0,0,0,FALSE
"ENSGALG00000042764",0.918307201784365,1,-248.838455067759,-249.845991183597,13,7,579.854640485115,0,0,0,FALSE
"ENSGALG00000008032",0.999970469588097,1,-34.244252039952,-34.3012225678671,13,7,1.65122557722321,0,0,0,FALSE
"ENSGALG00000023661",0.71929525760008,1,-227.953872478179,-229.796075652832,13,7,330.880217289391,0,0,0,FALSE
"ENSGALG00000008009",0.350955942863855,0.9343016316781,-301.36070308315,-304.703237589243,13,7,1455.94382588736,0,0,0,FALSE
"ENSGALG00000007998",0.908303616273139,1,-134.238348175602,-135.298524011915,13,7,10.4570361268333,0,0,0,FALSE
"ENSGALG00000038981",0.514484142035264,1,-279.76810676457,-282.383851586774,13,7,1237.14060236247,0,0,0,FALSE
"ENSGALG00000007931",0.450101639606551,1,-292.209435228599,-295.091597988575,13,7,1752.38820569598,0,0,0,FALSE
"ENSGALG00000007905",0.18203668389138,0.676059992751186,-393.62780061197,-398.054120557985,13,7,17426.560761398,0,0,0,FALSE
"ENSGALG00000007917",0.027086450060897,0.193101230229073,-181.437036984753,-188.556096255526,13,7,47.9293720231417,0,0,0,FALSE
"ENSGALG00000007183",0.845116350691593,1,-298.663206853381,-300.014607328034,13,7,2189.98399459738,0,0,0,FALSE
"ENSGALG00000007161",0.569633359745842,1,-230.86290907942,-233.263197629146,13,7,171.80168600155,0,0,0,FALSE
"ENSGALG00000035940",0.993441283871741,1,-219.074974452382,-219.448031502352,13,7,105.999072707925,0,0,0,FALSE
"ENSGALG00000049464",0.878258192112849,1,-105.840319671026,-107.045975860128,13,7,4.39472216875813,0,0,0,FALSE
"ENSGALG00000038806",0.337170768664571,0.919839625853645,-79.8067738244494,-83.2201291209608,13,7,3.15988173960952,0,0,0,FALSE
"ENSGALG00000042554",0.633196680761487,1,-233.230555429281,-235.391526150217,13,7,220.225359604372,0,0,0,FALSE
"ENSGALG00000042244",0.783754205250014,1,-55.0432972875941,-56.6417657507135,13,7,3.87793422476334,0,0,0,FALSE
"ENSGALG00000007098",0.211694282188174,0.735558446054488,-314.123194609138,-318.312215446251,13,7,1740.30249133232,0,0,0,FALSE
"ENSGALG00000043872",0.682865443546151,1,-73.4962577328768,-75.4733911956208,13,7,2.29184107956493,0,0,0,FALSE
"ENSGALG00000007025",0.862082052206045,1,-211.718483184536,-212.996775141994,13,7,97.1275856454533,0,0,0,FALSE
"ENSGALG00000040272",0.711654644623116,1,-242.009687947221,-243.880273443493,13,7,413.097036102658,0,0,0,FALSE
"ENSGALG00000013018",0.00791049578578028,0.074642411006857,-257.210281274933,-265.911840890088,13,7,489.251856938382,0,0,0,FALSE
"ENSGALG00000004897",0.346943770306211,0.932158364529341,-297.17133599509,-300.534273110255,13,7,1445.51676133203,0,0,0,FALSE
"ENSGALG00000031922",0.918900594736079,1,-241.647846990413,-242.652176055883,13,7,449.164297324992,0,0,0,FALSE
"ENSGALG00000043355",0.00251092164043469,0.0298182456027508,-308.590004736397,-318.709400211717,13,7,1332.73063297368,0,0,0,FALSE
"ENSGALG00000054287",0.908051998607845,1,-206.104550198944,-207.166017835496,13,7,77.2413437269304,0,0,0,FALSE
