"Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_combined","converge_case","converge_control","allZero"
"ENSGALG00000009212",0.126994376144285,0.546578489072564,-251.955452521259,-256.92787080262,13,7,383.722537102548,0,0,0,FALSE
"ENSGALG00000009230",0.915613971101402,1,-288.501403856662,-289.523370722166,13,7,1439.00059406216,0,0,0,FALSE
"ENSGALG00000034722",0.0588253378753457,0.332567515203609,-199.020601169668,-205.092766552748,13,7,64.2319210324614,0,0,0,FALSE
"ENSGALG00000009239",0.978045336689604,1,-47.5688216824836,-48.1569071784663,13,7,0.865281777486338,0,0,0,FALSE
"ENSGALG00000009241",6.07981981533796e-12,5.23277695757e-10,-325.806625143905,-357.941613989618,13,7,2652.96282936758,0,0,0,FALSE
"ENSGALG00000049923",0.79181516399495,1,-42.3050858456503,-43.8722229995864,13,7,0.562982128189342,0,0,0,FALSE
"ENSGALG00000009257",0.515816108444042,1,-284.528415498475,-287.138838446549,13,7,1945.33820997926,0,0,0,FALSE
"ENSGALG00000009262",0.861745880520672,1,-262.851722794954,-264.13149149667,13,7,336.327843090287,0,0,0,FALSE
"ENSGALG00000009266",0.128491196014004,0.550543476396395,-147.095916208224,-152.050944451636,13,7,27.4493981484637,0,0,0,FALSE
"ENSGALG00000009268",5.55726880637961e-05,0.00113514257992063,-194.453586220471,-209.057385296168,13,7,120.003342903232,0,0,0,FALSE
"ENSGALG00000009272",0.630267855677746,1,-230.935343405317,-233.107206014097,13,7,203.431043871733,0,0,0,FALSE
"ENSGALG00000009276",0.0912831349305896,0.442925556190299,-154.887892717356,-160.341556921184,13,7,16.7208672129603,0,0,0,FALSE
"ENSGALG00000009278",0.924973998700936,1,-178.478845271939,-179.449737537388,13,7,35.7522467214778,0,0,0,FALSE
"ENSGALG00000054233",0.903761186336484,1,-154.367349189201,-155.450624658884,13,7,16.7374780865094,0,0,0,FALSE
"ENSGALG00000053677",0.466404915379371,1,-84.8569944628573,-87.6698077516454,13,7,2.78552677229301,0,0,0,FALSE
"ENSGALG00000009280",0.214242004135753,0.739153674513894,-214.035544406733,-218.205507813847,13,7,99.5536317400463,0,0,0,FALSE
"ENSGALG00000020253",0.0992184113346264,0.466560540947864,-228.511792400435,-233.845457571219,13,7,136.131672613605,0,0,0,FALSE
"ENSGALG00000035946",0.00094818700669248,0.013459852384834,-246.871424056628,-258.163788506361,13,7,229.273244970999,0,0,0,FALSE
"ENSGALG00000009361",0.826358568518703,1,-244.343123992047,-245.772484385311,13,7,316.424610049082,0,0,0,FALSE
"ENSGALG00000035207",0.00203360084923775,0.0250561105329989,-103.472467390338,-113.847872963953,13,7,6.40217084814872,0,0,0,FALSE
"ENSGALG00000009366",0.901781707223774,1,-43.2903746191497,-44.3835755476224,13,7,0.592800205598667,0,0,0,FALSE
"ENSGALG00000009373",0.620376407463304,1,-253.263220903432,-255.471941159901,13,7,619.742121250706,0,0,0,FALSE
"ENSGALG00000048670",0.551778076066043,1,-56.3870803070711,-58.8561241488029,13,7,1.11645543944931,0,0,0,FALSE
"ENSGALG00000042099",0.845846426643824,1,-74.1490140608311,-75.4973238237367,13,7,2.61420241015619,0,0,0,FALSE
"ENSGALG00000038238",0.260076166096986,0.81693859507652,-164.005170922521,-167.860504018549,13,7,22.9960945149334,0,0,0,FALSE
"ENSGALG00000009378",0.00396832103027401,0.0432708068061244,-235.012449410351,-244.571635790081,13,7,152.794492992624,0,0,0,FALSE
"ENSGALG00000009395",0.986839036004511,1,-144.095964351687,-144.579372126134,13,7,11.9950564347477,0,0,0,FALSE
"ENSGALG00000009405",0.124538215537231,0.54050437308223,-203.855912759645,-208.857264507947,13,7,83.7505624536189,0,0,0,FALSE
"ENSGALG00000042411",0.00412288552080143,0.0446268377801034,-164.63942654883,-174.151548097488,13,7,32.3702517815614,0,0,0,FALSE
"ENSGALG00000026253",0.942830904390917,1,-217.432682498263,-218.297370667346,13,7,171.012086062706,0,0,0,FALSE
"ENSGALG00000009429",0.935733466409239,1,-40.1270452102528,-41.0355616168007,13,7,1.01189129987146,0,0,0,FALSE
"ENSGALG00000052557",0.857648608051101,1,-265.287346921894,-266.58501743594,13,7,537.393486737091,0,0,0,FALSE
"ENSGALG00000009442",0.696376884159277,1,-296.319565426735,-298.246748735229,13,7,1317.6906844814,0,0,0,FALSE
"ENSGALG00000009451",0.264760079585597,0.823161042089409,-323.699528346246,-327.525296277415,13,7,2498.05245843865,0,0,0,FALSE
"ENSGALG00000020251",0.897913341417534,1,-285.43900101148,-286.551367269853,13,7,660.154149118594,0,0,0,FALSE
"ENSGALG00000051924",0.829641204021255,1,-54.862273928403,-56.2781784649226,13,7,1.03095605833515,0,0,0,FALSE
"ENSGALG00000020249",0.96690170478461,1,-285.708291779265,-286.399647112225,13,7,742.279648410109,0,0,0,FALSE
"ENSGALG00000050541",0.9840979348261,1,-71.0600879313324,-71.5794961875699,13,7,2.12099219809903,0,0,0,FALSE
"ENSGALG00000048803",0.530521743554096,1,-89.6607256411905,-92.2128185311383,13,7,5.07075097477568,0,0,0,FALSE
"ENSGALG00000041736",0.107816993576381,0.492425372516549,-147.38813368691,-152.601186877812,13,7,16.1307223525678,0,0,0,FALSE
"ENSGALG00000048925",0.978005815244323,1,-52.0215636128442,-52.6100604193139,13,7,0.943694078282998,0,0,0,FALSE
"ENSGALG00000050826",0.696811575313217,1,-45.1592995022516,-47.0848745994093,13,7,0.825001291458913,0,0,0,FALSE
"ENSGALG00000049304",0.100860130850348,0.472207583833292,-188.099739958307,-193.409667573133,13,7,57.0143241835647,0,0,0,FALSE
"ENSGALG00000009496",0.141633684948097,0.584944149575997,-261.209795294108,-266.019373386605,13,7,730.326890719692,0,0,0,FALSE
"ENSGALG00000009499",0.386146233512918,0.970560648704584,-170.821720197774,-173.991974881668,13,7,23.4013091179507,0,0,0,FALSE
"ENSGALG00000009498",0.364105879854164,0.948546129115567,-105.338452982756,-108.615258382997,13,7,5.40905018685067,0,0,0,FALSE
"ENSGALG00000009501",0.0431998324015535,0.268089964466064,-279.024065933337,-285.518915029245,13,7,613.63645977855,0,0,0,FALSE
"ENSGALG00000009520",9.61229657788692e-08,3.8102375847053e-06,-253.692138280786,-275.404372854385,13,7,345.378415428622,0,0,0,FALSE
"ENSGALG00000047398",0.871871888226419,1,-97.0892487348458,-98.3239693115105,13,7,4.22010450909255,0,0,0,FALSE
"ENSGALG00000009528",0.00208833380819391,0.0256059186855311,-250.811443244786,-261.154667904488,13,7,497.647618739301,0,0,0,FALSE
"ENSGALG00000023444",0.364348439738541,0.948589990684924,-258.963848664334,-262.239457475743,13,7,245.545597394234,0,0,0,FALSE
"ENSGALG00000009554",0.0630220724001034,0.34851872454113,-263.101554374447,-269.078131495867,13,7,1110.126047897,0,0,0,FALSE
"ENSGALG00000009560",0.169715975029703,0.650046281546044,-313.897565752949,-318.432234434967,13,7,1867.34739034171,0,0,0,FALSE
"ENSGALG00000027788",0.302124166289892,0.876764688500133,-278.226847979085,-281.83036754185,13,7,610.83456480531,0,0,0,FALSE
"ENSGALG00000047365",0.841772288190609,1,-49.0783552426023,-50.4438546912099,13,7,0.861874675751374,0,0,0,FALSE
"ENSGALG00000009567",2.53856176810087e-13,2.76126994775634e-11,-248.264731524268,-283.769213079952,13,7,293.513659738458,0,0,0,FALSE
"ENSGALG00000049303",0.965813639713202,1,-64.2423055652056,-64.9426734726483,13,7,1.54010885659297,0,0,0,FALSE
"ENSGALG00000009568",8.72930493755111e-10,5.22873569401288e-08,-290.408213414451,-317.226941715483,13,7,1400.02087239719,0,0,0,FALSE
"ENSGALG00000050976",0.439439918039051,1,-130.105400705204,-133.033719500874,13,7,8.9852320181918,0,0,0,FALSE
"ENSGALG00000047153",0.849712225445559,1,-79.4244129411857,-80.7562789977663,13,7,3.68369035201864,0,0,0,FALSE
"ENSGALG00000049284",0.870918155763714,1,-94.3452865367709,-95.5843022311787,13,7,3.46085869081104,0,0,0,FALSE
"ENSGALG00000009622",0.399906283345813,0.984251046793927,-231.772756102274,-234.878568509961,13,7,257.229943252313,0,0,0,FALSE
"ENSGALG00000009639",0.980926070287523,1,-59.366286293667,-59.9232110227364,13,7,1.21766529815126,0,0,0,FALSE
"ENSGALG00000009650",0.440589324476126,1,-294.729197260778,-297.652507930643,13,7,839.396947405499,0,0,0,FALSE
"ENSGALG00000009655",0.0819459018322787,0.412638693407072,-225.813734087507,-231.421384517485,13,7,130.242581260471,0,0,0,FALSE
"ENSGALG00000009667",0.917357390970814,1,-194.191440341172,-195.204088835129,13,7,41.4581000688007,0,0,0,FALSE
"ENSGALG00000009668",0.343002807519454,0.926616280620568,-313.708347307943,-317.091490504973,13,7,1537.62178609847,0,0,0,FALSE
"ENSGALG00000009674",0.938968707621112,1,-291.421854797047,-292.31069111543,13,7,633.587211326049,0,0,0,FALSE
"ENSGALG00000009683",0.998206484981932,1,-282.344782369987,-282.578777737226,13,7,1001.34966964408,0,0,0,FALSE
"ENSGALG00000009692",0.724839013891575,1,-270.022090462377,-271.843657909979,13,7,523.782089634472,0,0,0,FALSE
"ENSGALG00000009714",0.362447620243123,0.947099166982919,-250.194445420839,-253.479446291168,13,7,258.181943928495,0,0,0,FALSE
"ENSGALG00000050108",0.395631451464044,0.980280672930332,-55.593662311982,-58.719334581543,13,7,1.12092172259317,0,0,0,FALSE
"ENSGALG00000052161",0.902540808009981,1,-11.8982367211582,-12.9876411270506,13,7,0.767218093055855,0,0,0,FALSE
"ENSGALG00000047918",0.696971884660666,1,-50.640964086749,-52.5659460680275,13,7,0.990335139640927,0,0,0,FALSE
"ENSGALG00000050306",0.961192460445904,1,-60.5085826782857,-61.2456630215968,13,7,2.63992613915503,0,0,0,FALSE
"ENSGALG00000029613",0.969823428627619,1,-52.8271423955852,-53.4934974892949,13,7,0.91537981280977,0,0,0,FALSE
"ENSGALG00000009719",0.41124343363386,0.991413661655565,-203.026202462759,-206.080011089474,13,7,70.3630369178795,0,0,0,FALSE
"ENSGALG00000049215",0.929927953583137,1,-41.25463527791,-42.1973511731644,13,7,0.543223942818433,0,0,0,FALSE
"ENSGALG00000051876",0.973083172382248,1,-151.29142806585,-151.928323927721,13,7,22.3505943408127,0,0,0,FALSE
"ENSGALG00000051051",0.702849540536766,1,-123.128377810713,-125.031603115203,13,7,9.08960560673107,0,0,0,FALSE
"ENSGALG00000053489",0.706480680685242,1,-63.5425579436802,-65.4323305736857,13,7,1.7984677783506,0,0,0,FALSE
"ENSGALG00000050066",0.690546479423668,1,-91.1912550179569,-93.1400003158153,13,7,3.40259170707347,0,0,0,FALSE
"ENSGALG00000047401",0.99394898884112,1,-35.3324757223719,-35.6946818754701,13,7,0.476987673149624,0,0,0,FALSE
"ENSGALG00000053850",0.40306733800667,0.985844103029143,-69.8446662539636,-72.9358830258684,13,7,2.50361867250483,0,0,0,FALSE
"ENSGALG00000047082",0.999998222489246,1,-66.5887696496335,-66.6109034665361,13,7,3.11517304532465,0,0,0,FALSE
"ENSGALG00000048582",0.999912572075773,1,-39.1974241864625,-39.2797469756599,13,7,0.485162337298877,0,0,0,FALSE
"ENSGALG00000054220",0.944380886310019,1,-59.0653907934787,-59.9201704632415,13,7,1.14590459598179,0,0,0,FALSE
"ENSGALG00000009732",0.833582767266124,1,-297.35103429462,-298.75068242096,13,7,804.383910090956,0,0,0,FALSE
"ENSGALG00000034709",0.981130568412976,1,-57.441976557793,-57.9965929653306,13,7,1.22652990508743,0,0,0,FALSE
"ENSGALG00000009758",0.380392014975653,0.964837615078779,-214.941821167088,-218.139482623203,13,7,80.2699858117706,0,0,0,FALSE
"ENSGALG00000048208",0.949319798100254,1,-26.1616678403469,-26.9839530574735,13,7,0.812725057609088,0,0,0,FALSE
"ENSGALG00000032957",0.924347653982845,1,-237.219206851172,-238.193601389725,13,7,273.572841699275,0,0,0,FALSE
"ENSGALG00000009774",0.41318997742767,0.992942674077402,-290.166928053341,-293.211901776897,13,7,1782.6069516514,0,0,0,FALSE
"ENSGALG00000046580",0.927220103027499,1,-175.374769599459,-176.332993860216,13,7,28.1513079156345,0,0,0,FALSE
"ENSGALG00000009782",0.761535405298655,1,-333.515287621166,-335.198928058616,13,7,3501.09302825017,0,0,0,FALSE
"ENSGALG00000009790",0.147676735977967,0.599847383442243,-262.744245171083,-267.490892427078,13,7,918.862119488011,0,0,0,FALSE
"ENSGALG00000009792",0.986996308360039,1,-241.364750066484,-241.845967606099,13,7,168.656050675348,0,0,0,FALSE
"ENSGALG00000009800",0.240020458672378,0.785739056916775,-299.328299580268,-303.315258020198,13,7,1094.54284871115,0,0,0,FALSE
"ENSGALG00000009803",0.0132985598419292,0.111692783513692,-147.944051515599,-155.987165003573,13,7,15.5070809218083,0,0,0,FALSE
"ENSGALG00000047000",0.676581891207495,1,-245.101588388929,-247.101937614106,13,7,199.042157711133,0,0,0,FALSE
"ENSGALG00000009809",0.224080884744287,0.755601766168924,-240.92631861255,-245.024403427077,13,7,260.568314198166,0,0,0,FALSE
"ENSGALG00000048914",0.761889994892322,1,-123.032113594052,-124.714406595623,13,7,6.60571701258978,0,0,0,FALSE
"ENSGALG00000009813",0.204259437597183,0.724468829896392,-258.056237520535,-262.30198574342,13,7,741.855040992543,0,0,0,FALSE
"ENSGALG00000009826",0.161507343546964,0.631257111676605,-239.771545015246,-244.382215374908,13,7,240.938618091662,0,0,0,FALSE
"ENSGALG00000009830",0.260804265863947,0.817160164586913,-128.361480972971,-132.21219064272,13,7,8.90731058359587,0,0,0,FALSE
"ENSGALG00000009836",0.746076949679487,1,-252.661330893082,-254.403407066856,13,7,281.314820049626,0,0,0,FALSE
"ENSGALG00000009855",0.592284357283956,1,-278.680620355067,-280.994791564209,13,7,861.016296660654,0,0,0,FALSE
"ENSGALG00000009865",0.860688426181547,1,-216.669292898923,-217.953698847415,13,7,204.718746444762,0,0,0,FALSE
"ENSGALG00000009868",0.291472076795124,0.858468840990662,-258.873515796655,-262.538119677669,13,7,800.097929962636,0,0,0,FALSE
"ENSGALG00000042383",0.896514538846648,1,-45.1535636846627,-46.2727880134325,13,7,0.844940698692363,0,0,0,FALSE
"ENSGALG00000053491",0.195114009221712,0.70441506508348,-95.656014670942,-99.9739630414652,13,7,5.46694082478641,0,0,0,FALSE
"ENSGALG00000048660",0.951238714011814,1,-34.6552975838489,-35.4645439202007,13,7,0.436506880241835,0,0,0,FALSE
"ENSGALG00000009880",5.40241351639828e-05,0.00110862027367756,-229.230339564221,-243.866530113659,13,7,138.855402144922,0,0,0,FALSE
"ENSGALG00000009886",0.185551843129294,0.682411447321803,-265.178387261246,-269.574944337831,13,7,477.055297894721,0,0,0,FALSE
"ENSGALG00000009898",0.00266231634887243,0.0314057677082556,-282.108109030902,-292.156194114197,13,7,995.646155488746,0,0,0,FALSE
"ENSGALG00000009913",0.0544144114157707,0.315489703859259,-353.272629683307,-359.452340490517,13,7,8183.03993582456,0,0,0,FALSE
"ENSGALG00000028643",0.940582733446251,1,-231.749854170628,-232.628689474682,13,7,347.06221295341,0,0,0,FALSE
"ENSGALG00000009948",0.225834983909771,0.75979087702931,-220.037448976935,-224.12299359426,13,7,127.568556152176,0,0,0,FALSE
"ENSGALG00000009961",0.000603193599034151,0.00911732524371312,-329.798540079457,-341.628249159798,13,7,6645.43225426381,0,0,0,FALSE
"ENSGALG00000009968",0.687173815502308,1,-305.352507982353,-307.313720135953,13,7,1214.24147645889,0,0,0,FALSE
"ENSGALG00000048363",0.880560294395893,1,-101.359863953159,-102.554906944855,13,7,3.85017221894954,0,0,0,FALSE
"ENSGALG00000009977",0.171128606490027,0.654326114528398,-276.423094179527,-280.945004321194,13,7,1031.09696508015,0,0,0,FALSE
"ENSGALG00000054479",0.647326877811501,1,-101.88328497207,-103.991821323711,13,7,4.21373063904813,0,0,0,FALSE
"ENSGALG00000009974",0.243961191493091,0.790122205387066,-203.532578025024,-207.492992343971,13,7,131.093780953637,0,0,0,FALSE
"ENSGALG00000043141",0.999394481353225,1,-107.175038244953,-107.335015720377,13,7,5.00241179537424,0,0,0,FALSE
"ENSGALG00000009982",0.886126211488802,1,-252.3464860799,-253.515547597706,13,7,178.630220529967,0,0,0,FALSE
"ENSGALG00000048950",0.0504065201066573,0.299399531487783,-141.548369049868,-147.833081210963,13,7,13.4169711364019,0,0,0,FALSE
"ENSGALG00000047378",0.845760640859545,1,-27.6941996948139,-29.0428728630738,13,7,0.794913109028607,0,0,0,FALSE
"ENSGALG00000009985",0.211465405529959,0.735441671252683,-297.170910839031,-301.361653031079,13,7,824.864800940745,0,0,0,FALSE
"ENSGALG00000010006",0.0549049489971045,0.317710426148389,-255.898574356254,-262.065932365305,13,7,521.247696567558,0,0,0,FALSE
"ENSGALG00000037094",0.681190465342362,1,-106.48655511373,-108.469877444316,13,7,7.68629192939816,0,0,0,FALSE
"ENSGALG00000010009",0.933624329362613,1,-150.775310489365,-151.696409597435,13,7,16.8841455937115,0,0,0,FALSE
"ENSGALG00000010013",0.151920133571144,0.609795390745635,-258.751877155347,-263.455666780735,13,7,400.057263617936,0,0,0,FALSE
"ENSGALG00000010022",0.948472100859795,1,-277.157072344748,-277.985040566071,13,7,818.156856893041,0,0,0,FALSE
"ENSGALG00000010019",0.794155583757195,1,-284.049664026157,-285.607654527402,13,7,1291.27605007835,0,0,0,FALSE
"ENSGALG00000010031",0.971674584914883,1,-258.372167425377,-259.022014312655,13,7,412.144590214874,0,0,0,FALSE
"ENSGALG00000010035",0.654789673610695,1,-247.260023233545,-249.340927655851,13,7,303.994153562742,0,0,0,FALSE
"ENSGALG00000030689",0.493395407488568,1,-82.3056542740941,-85.0065895596119,13,7,2.5406562720502,0,0,0,FALSE
"ENSGALG00000043861",0.836482663386726,1,-95.3024116370597,-96.6900270061865,13,7,3.34204150294477,0,0,0,FALSE
"ENSGALG00000032386",0.677265654212065,1,-274.457708458404,-276.455531501118,13,7,486.261805741948,0,0,0,FALSE
"ENSGALG00000010061",0.065803365978657,0.358000693900502,-281.401577429118,-287.318001024944,13,7,717.342777460732,0,0,0,FALSE
"ENSGALG00000044235",0.781401467531635,1,-290.574860131045,-292.182425836352,13,7,724.428472713954,0,0,0,FALSE
"ENSGALG00000010077",0.32418192129139,0.906508074826995,-454.724322824416,-458.20636244147,13,7,38231.1980184515,0,0,0,FALSE
"ENSGALG00000024609",0.601501388390917,1,-147.855875560469,-150.135303542927,13,7,14.4352856522148,0,0,0,FALSE
"ENSGALG00000010081",0.0286049253183646,0.200778038754792,-261.81834990933,-268.865287499573,13,7,443.518185080198,0,0,0,FALSE
"ENSGALG00000010090",0.00606296122667061,0.0603572726271027,-181.620231614978,-190.654545282293,13,7,54.832923745855,0,0,0,FALSE
"ENSGALG00000010097",0.135065915450113,0.56827304323628,-238.804099644064,-243.684803892199,13,7,247.326994993525,0,0,0,FALSE
"ENSGALG00000010103",0.660207206740663,1,-270.990769765604,-273.051634225288,13,7,666.569391742814,0,0,0,FALSE
"ENSGALG00000054412",0.761788354829556,1,-227.095538175765,-228.778217443244,13,7,96.4605747378599,0,0,0,FALSE
"ENSGALG00000023355",0.458965908212851,1,-181.311249330396,-184.155528753146,13,7,29.4937091631659,0,0,0,FALSE
"ENSGALG00000041361",0.999747800786686,1,-296.409170712266,-296.527410745557,13,7,1367.89387256997,0,0,0,FALSE
"ENSGALG00000054898",0.911343170831952,1,-176.986826479363,-178.031278137491,13,7,34.9771579481998,0,0,0,FALSE
"ENSGALG00000041054",0.14629602473333,0.596226905688037,-290.782680484274,-295.543504699381,13,7,1001.56900813746,0,0,0,FALSE
"ENSGALG00000043529",0.855179746791164,1,-125.26440076005,-126.572774637029,13,7,8.7229101524011,0,0,0,FALSE
"ENSGALG00000010108",0.566913969146455,1,-207.941991804016,-210.352698409728,13,7,146.094210340668,0,0,0,FALSE
"ENSGALG00000048011",0.904798948117913,1,-246.663185710477,-247.741224262024,13,7,324.609967916269,0,0,0,FALSE
"ENSGALG00000010119",0.312795412030661,0.890716572558671,-206.171597378272,-209.715543727295,13,7,62.9141273811412,0,0,0,FALSE
"ENSGALG00000010122",1.44038432098194e-06,4.51201660971904e-05,-136.058302013637,-154.781960362634,13,7,13.8450251902019,0,0,0,FALSE
"ENSGALG00000010125",0.00820261650629141,0.0768264081651065,-204.258545802627,-212.914523127486,13,7,77.1167269916004,0,0,0,FALSE
"ENSGALG00000010130",0.969129078418914,1,-262.16423650987,-262.836644595707,13,7,864.712222364381,0,0,0,FALSE
"ENSGALG00000010136",0.900456198478975,1,-242.950933191327,-244.05073496447,13,7,281.356814642613,0,0,0,FALSE
"ENSGALG00000026210",0.683537760305136,1,-228.938452069856,-230.913101275268,13,7,212.699755215742,0,0,0,FALSE
"ENSGALG00000029508",0.839647056367933,1,-274.633251975876,-276.007663702171,13,7,628.390805666434,0,0,0,FALSE
"ENSGALG00000038336",0.990079196949727,1,-267.36643006602,-267.801183850769,13,7,701.732514147804,0,0,0,FALSE
"ENSGALG00000010170",0.0757729474405736,0.390809562461369,-239.461332528654,-245.179845113057,13,7,255.253841650834,0,0,0,FALSE
"ENSGALG00000010185",0.213401569202974,0.738121307446105,-318.318499063843,-322.494728174648,13,7,2889.04715455629,0,0,0,FALSE
"ENSGALG00000037040",0.147678162928674,0.599847383442243,-253.209530099662,-257.956162763955,13,7,436.382627572472,0,0,0,FALSE
"ENSGALG00000048187",0.704429075939515,1,-246.756556592773,-248.653931233105,13,7,196.077011686723,0,0,0,FALSE
"ENSGALG00000010195",0.244927309035172,0.791715804775496,-288.178083127466,-292.13204281857,13,7,1180.8325642333,0,0,0,FALSE
"ENSGALG00000010199",0.974256496914428,1,-219.533183597176,-220.159010943515,13,7,97.830058999836,0,0,0,FALSE
"ENSGALG00000010201",0.296918625627908,0.868994260875339,-273.950976462044,-277.584137615497,13,7,984.189908414437,0,0,0,FALSE
"ENSGALG00000010207",0.0848333560358364,0.422380062486768,-248.942601647553,-254.500995208558,13,7,265.413057568608,0,0,0,FALSE
"ENSGALG00000010209",0.953836820423364,1,-253.73529751733,-254.526480098697,13,7,576.503438033347,0,0,0,FALSE
"ENSGALG00000053861",0.448306987662563,1,-81.0714689486799,-83.9613548654716,13,7,2.55287121889007,0,0,0,FALSE
"ENSGALG00000010214",1,1,-229.639953325593,-229.247806466985,13,7,155.602558021948,0,0,0,FALSE
"ENSGALG00000023335",0.325217851559574,0.907906236522004,-288.665003743144,-292.141491853428,13,7,1027.05217348049,0,0,0,FALSE
"ENSGALG00000010268",0.14129686746785,0.584097332759379,-194.431210894468,-199.244365316579,13,7,54.4847472185372,0,0,0,FALSE
"ENSGALG00000028608",0.727474050242516,1,-161.418466401258,-163.230211034734,13,7,19.6874626307803,0,0,0,FALSE
"ENSGALG00000037781",0.222900615423687,0.753482783183265,-324.130535300699,-328.237103481989,13,7,2371.61280291121,0,0,0,FALSE
"ENSGALG00000010273",0.990471867713038,1,-283.750110178035,-284.178370414439,13,7,1860.43903456934,0,0,0,FALSE
"ENSGALG00000027562",0.999965907420113,1,-201.110119802343,-201.169927092506,13,7,59.6580702310488,0,0,0,FALSE
"ENSGALG00000040909",0.630928407814694,1,-249.749362978807,-251.918768286869,13,7,496.566877524269,0,0,0,FALSE
"ENSGALG00000010283",0.547975289104284,1,-253.492345159136,-255.976145394671,13,7,762.204832891798,0,0,0,FALSE
"ENSGALG00000049741",0.104373875611794,0.482667922430125,-180.956420084358,-186.216691960967,13,7,58.4264703252942,0,0,0,FALSE
"ENSGALG00000010291",0.28488001912009,0.850690968909749,-246.295694108953,-249.998964814547,13,7,317.561163003107,0,0,0,FALSE
"ENSGALG00000010298",0.268203083450834,0.826831900046193,-287.931705107388,-291.736003732658,13,7,843.040479823648,0,0,0,FALSE
"ENSGALG00000027019",0.984956450269115,1,-58.5969580002528,-59.1054992672327,13,7,0.962382552032259,0,0,0,FALSE
"ENSGALG00000010316",0.00150826450284055,0.0197063593480936,-293.548738973038,-304.284985338406,13,7,876.997642339071,0,0,0,FALSE
"ENSGALG00000051889",0.964636120808636,1,-168.693471340839,-169.403425961068,13,7,24.7976908336814,0,0,0,FALSE
"ENSGALG00000010324",0.541328646870768,1,-283.526688342291,-286.036383232941,13,7,801.444759857785,0,0,0,FALSE
"ENSGALG00000010333",0.762402072356694,1,-214.869050779213,-216.549397287249,13,7,101.62558574226,0,0,0,FALSE
"ENSGALG00000052558",0.902511976417773,1,-79.0048364906155,-80.0943853128963,13,7,2.3552256376559,0,0,0,FALSE
"ENSGALG00000045607",0.989924937400097,1,-40.6798040229031,-41.1170676568891,13,7,0.482365727710661,0,0,0,FALSE
"ENSGALG00000010338",0.345881245499379,0.930375289470035,-129.332292086935,-132.700660641034,13,7,8.18791945089497,0,0,0,FALSE
"ENSGALG00000029532",0.330192374547519,0.913736663138367,-86.9993819279781,-90.4493921215553,13,7,4.04061218978454,0,0,0,FALSE
"ENSGALG00000010347",0.557752767155594,1,-302.117400833225,-304.563343216743,13,7,1968.87200218456,0,0,0,FALSE
"ENSGALG00000042001",0.697173899163488,1,-182.744686229823,-184.668920774078,13,7,37.5001318406657,0,0,0,FALSE
"ENSGALG00000026229",0.860415052049068,1,-249.634143132385,-250.919745955147,13,7,442.970268537674,0,0,0,FALSE
"ENSGALG00000039869",0.790213285886162,1,-80.4627906978236,-82.0361748591722,13,7,2.30532485949517,0,0,0,FALSE
"ENSGALG00000010363",0.715156455634942,1,-272.069865012257,-273.927450164678,13,7,721.333981635841,0,0,0,FALSE
"ENSGALG00000010371",0.591450871068933,1,-253.317320515339,-255.634641374849,13,7,373.981745170585,0,0,0,FALSE
"ENSGALG00000049674",0.67209185928834,1,-63.9776939641103,-65.9946321414036,13,7,1.35518155978505,0,0,0,FALSE
"ENSGALG00000025851",0.851550812856236,1,-225.049250338003,-226.373248162865,13,7,146.731938693483,0,0,0,FALSE
"ENSGALG00000010379",0.0434721735729044,0.26930874823466,-161.711609813679,-168.197939654166,13,7,27.5958136089362,0,0,0,FALSE
"ENSGALG00000010391",4.88290474007945e-08,2.10130827770895e-06,-165.676701663943,-188.130364606573,13,7,57.7184333508026,0,0,0,FALSE
"ENSGALG00000010392",0.176135365092304,0.664301217418966,-201.197139746456,-205.674546116553,13,7,80.8583572937833,0,0,0,FALSE
"ENSGALG00000047741",0.893144434316022,1,-76.9335846653575,-78.0691825085288,13,7,1.93420226224009,0,0,0,FALSE
"ENSGALG00000010397",0.904138042406685,1,-185.103322902949,-186.184699317279,13,7,35.184928374973,0,0,0,FALSE
"ENSGALG00000037339",0.323023992479135,0.90534546105834,-274.563847801024,-278.052108276492,13,7,1083.270065279,0,0,0,FALSE
"ENSGALG00000010402",0.854218870497968,1,-114.098470608338,-115.410993819148,13,7,20.2191709650598,0,0,0,FALSE
"ENSGALG00000041662",0.127775394662562,0.548404199314265,-77.0464987195835,-82.0098206120562,13,7,2.47130336091785,0,0,0,FALSE
"ENSGALG00000035482",0.933161333952056,1,-264.120727084641,-265.044563522185,13,7,858.627708341441,0,0,0,FALSE
"ENSGALG00000054138",0.0109454318928062,0.0965005009743683,-81.6373298450434,-89.9287060386176,13,7,6.60180749019364,0,0,0,FALSE
"ENSGALG00000054547",0.871225765382158,1,-60.1425478921585,-61.3801795144166,13,7,1.53851574645664,0,0,0,FALSE
"ENSGALG00000039411",0.0815062543166659,0.410774840544197,-149.400021271603,-155.015310258741,13,7,37.3043108427582,0,0,0,FALSE
"ENSGALG00000034741",0.495088047908073,1,-112.029462989437,-114.723493025159,13,7,6.35553146443028,0,0,0,FALSE
"ENSGALG00000010526",0.101667599601899,0.474234817401125,-301.010192336813,-306.308572464581,13,7,1536.678333357,0,0,0,FALSE
"ENSGALG00000032002",0.352777969626082,0.93617731551279,-396.595696319497,-399.929020504037,13,7,9624.40769786113,0,0,0,FALSE
