"Chick_ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chick_Entrezid","Human_Entrezid","Symbol","TF_Status"
"ENSGALG00000000003",183.276655535927,0.407685459599651,0.385128103227394,1.058571047356,0.289795178360289,0.640155560265678,426934,56666,"PANX2","No"
"ENSGALG00000000011",807.914304281252,-0.21267288903999,0.277355403818983,-0.766788337676634,0.443207371414211,0.748149971837274,NA,80007,"C10orf88","No"
"ENSGALG00000000044",236.429353827439,-1.82759937914034,0.677240781377877,-2.69859617051119,0.00696326154745047,0.107030888890591,NA,117166,"WFIKKN1","No"
"ENSGALG00000000048",71.3388185262089,0.397720596825947,0.673632233163815,0.590412063505323,0.554914424841606,0.811890263725153,776719,NA,NA,"No"
"ENSGALG00000000055",791.735766684576,-0.12823249693461,0.265060512536562,-0.483785742762877,0.628537934389723,0.848703109156115,425210,8649,"LAMTOR3","No"
"ENSGALG00000000059",5364.64379506392,0.454717918556898,0.496259208114012,0.916291146082734,0.359514210599134,0.690611656210517,431043,10381,"TUBB3","No"
"ENSGALG00000000067",425.133211715683,-0.424090156821013,0.366047475441472,-1.15856599286619,0.246633137416316,0.603624277926152,425255,6697,"SPR","No"
"ENSGALG00000000071",297.983027686863,0.548804439798835,0.349826950891367,1.5687883349195,0.11669726738804,0.454423429098739,101750305,NA,NA,"No"
"ENSGALG00000000081",0.889219352983291,2.89304780217721,5.29072535492619,0.546814965453366,0.584505860483967,NA,417039,NA,"IL4I1","No"
"ENSGALG00000000086",2239.17670635611,-0.446614635921596,0.204162908698701,-2.18754052226352,0.0287030883975869,0.256747932172481,421147,10440,"TIMM17B","No"
"ENSGALG00000000091",1107.95544584348,0.353105098558594,0.242379910910568,1.45682493747958,0.145164710333281,0.491939603128044,419028,92105,"INTS4","No"
"ENSGALG00000000094",841.197263892391,-0.22159900391054,0.230490165089649,-0.961424986720578,0.336338525810121,0.67263108489538,421148,51094,"ADIPOR1","No"
"ENSGALG00000000102",783.913629048069,-1.10587370153207,0.40529065446459,-2.72859413201369,0.0063604934069383,0.100510907153054,421149,29089,"UBE2T","No"
"ENSGALG00000000104",30.6377016895228,-1.36098950917031,0.783673641743546,-1.73667893964422,0.0824438571446715,0.401865743370412,395100,NA,NA,"No"
"ENSGALG00000000106",801.15786561844,0.0233114343265355,0.250525601117123,0.093050108342569,0.925863753166604,0.97531331311099,421150,55791,"LRIF1","No"
"ENSGALG00000000107",11.5374970082372,-3.7056833782939,1.31199663947621,-2.82446102893474,0.00473602073087456,0.0822817384954078,417040,NA,"TRIM7.1","No"
"ENSGALG00000000109",570.109164315102,-0.374536657422544,0.454445681472205,-0.824161550417223,0.409847770898371,0.728558900826938,769005,125061,"AFMID","No"
"ENSGALG00000000112",185.076651216887,0.824256134372356,0.74397136556748,1.10791378878357,0.267899049988046,0.61912335656911,396214,5354,"PLP1","No"
"ENSGALG00000000115",20.2796654926387,-4.84608934083776,1.61052800997327,-3.00900655612826,0.00262103459831594,0.0531950059322567,395192,57152,"HEP21","No"
"ENSGALG00000000120",21.6820999221618,-4.6645869413251,1.59343857901904,-2.92737166197942,0.00341840109689161,0.0653268113922544,395177,27302,"BMP10","No"
"ENSGALG00000000122",32562.4404550306,-0.481138854871185,0.358077381564291,-1.34367284738648,0.179054201370411,0.534444476976159,417044,10399,"GNB2L1","No"
"ENSGALG00000000129",1554.58264918351,-0.458737362402016,0.347113234623004,-1.32157842641824,0.186308571154376,0.542609548088665,425450,22980,"TCF25","Transcription Factor"
"ENSGALG00000000136",2.18320377436288,0.951002233029766,2.40927937559383,0.394724764036702,0.693046024697165,NA,693259,NA,"BLEC2","No"
"ENSGALG00000000137",3430.25317462586,-0.534680741769376,0.365708687070095,-1.46204003534347,0.143730239260668,0.489117346767756,396180,6635,"SNRPE","No"
"ENSGALG00000000141",49.6696713439516,-0.646818560434892,0.804233067676907,-0.804267551822111,0.421242473115518,0.735721138456306,693256,NA,"BLB1","No"
"ENSGALG00000000142",584.72608914906,0.116011085861826,0.329240770957912,0.352359416254242,0.724568733858578,0.894508924538309,421152,10390,"CEPT1","No"
"ENSGALG00000000146",2551.97809838517,0.534470340083136,0.378747248262999,1.41115306456829,0.158199486150761,0.50835822532557,425418,6830,"SUPT6H","Transcription Factor"
"ENSGALG00000000150",17250.1718727326,-0.354908036018262,0.250694118232799,-1.41570148721514,0.156862922771671,0.507461874093376,425468,6133,"RPL9","No"
"ENSGALG00000000151",251.437835246053,-0.982246532702267,0.553410478506528,-1.77489688188237,0.0759149152507335,0.391225917230718,415600,171019,"ADAMTS19","No"
"ENSGALG00000000154",52.7151816953051,-0.683602694380532,0.837441393626417,-0.816299145926249,0.414329062760896,0.731348272060337,421153,79961,"DENND2D","No"
"ENSGALG00000000156",7707.64152439026,-0.0527702100500998,0.163318889217659,-0.323111492509428,0.746610806933885,0.905511779438604,417049,6046,"BRD2","No"
"ENSGALG00000000158",11.4375408678829,0.836596510983567,0.989041749279188,0.845865719615251,0.397627658024059,0.718901792960301,417050,3108,"DMA","No"
"ENSGALG00000000161",257.951479613957,0.267809629766075,0.348352598183898,0.76878895453134,0.442018607028068,0.747320424799736,415601,51015,"ISOC1","No"
