"Chick_ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chick_Entrezid","Human_Entrezid","Symbol","TF_Status"
"ENSGALG00000020151",9.94520486197144,5.06282156627159,1.60128431585495,3.16172556999565,0.00156837294442289,0.045335693678433,422748,10874,"NMU","No"
"ENSGALG00000020575",83.7043292091126,2.38488387072454,0.666275975203021,3.57942348138524,0.000344353057124401,0.0169396811113124,771826,57471,"ERMN","No"
"ENSGALG00000025817",202.166513974026,3.38051468325161,0.875523859518599,3.86113370469465,0.000112862117335639,0.00804918821102906,373910,NA,"NHLH1","Transcription Factor"
"ENSGALG00000026518",492.952904540087,1.69845354575545,0.463933939463433,3.66098144860843,0.000251250952659498,0.0140567065987257,100858314,10900,"RUNDC3A","No"
"ENSGALG00000027316",46.5884926921038,2.86669051147353,0.872908167718701,3.2840688373503,0.00102319927168238,0.0348861648416364,431307,126638,"CRNN","No"
"ENSGALG00000027526",3371.28937760606,1.52300080970729,0.380459044159427,4.00306112599362,6.25281383777439e-05,0.00523327767513025,396524,NA,"COL9A2","No"
"ENSGALG00000029022",39.0047415594362,2.61010589105765,0.806924364151938,3.23463512444667,0.00121798272322385,0.0390807344512611,423315,64067,"NPAS3","Transcription Factor"
"ENSGALG00000030101",248.841743410955,1.55610194573484,0.475680187921034,3.27131964973316,0.00107046841342679,0.0358520507120232,425183,27254,"CSDC2","Transcription Factor"
"ENSGALG00000030251",76.7952734598287,2.35066367544454,0.6658062176161,3.53055230373339,0.000414693015097926,0.0193507609216552,420328,114,"ADCY8","No"
"ENSGALG00000030372",120.692747853586,3.92658172103885,0.90866890272735,4.32124584571266,1.55150689430069e-05,0.0019579113822629,100859605,4359,"MPZ","No"
"ENSGALG00000030687",484.842276927943,1.65286245800047,0.467167120921921,3.53805390828588,0.00040308775344794,0.0189718420441261,107049625,203190,"LGI3","No"
"ENSGALG00000031116",6.27051719435658,5.91917366287111,1.6171956655188,3.66014687590213,0.000252070718843459,0.0140567065987257,112532449,NA,"SNORD57","No"
"ENSGALG00000033849",5.69414063757479,4.87856242025174,1.50530669401552,3.24090927094586,0.00119149099509432,0.0386527452896212,NA,NA,NA,"No"
"ENSGALG00000034265",14.7474622594644,4.8957359736525,1.33188549281614,3.67579345225914,0.000237111308923106,0.0137811455421073,771155,646799,"ZAR1L","No"
"ENSGALG00000035017",340.632166020057,2.66706722707806,0.528132540630055,5.04999601784864,4.41819274646168e-07,0.000150557655801452,419429,NA,NA,"No"
"ENSGALG00000035081",18.4219231458633,3.3355008302946,0.933397381034745,3.57350566657572,0.000352233617129318,0.0171443514242448,422942,NA,"HTR7L","No"
"ENSGALG00000035266",228.507203625422,2.70326918488169,0.640626554161888,4.21972702711066,2.44598300172714e-05,0.00262814436738208,396395,3730,"ANOS1","No"
"ENSGALG00000035943",21.7297752295582,3.62089487480024,1.14600343346842,3.15958466532816,0.00157994188231203,0.0454268267714803,107056377,170825,"GSX2","Transcription Factor"
"ENSGALG00000037414",69.2338570071575,2.01041042031575,0.495409573321747,4.058077454652,4.94783591118953e-05,0.00435658039613708,770607,54943,"DNAJC28","No"
"ENSGALG00000037717",554.129858668989,1.88931844496955,0.353939590274968,5.33796867285114,9.3993694041703e-08,4.2641805863586e-05,NA,NA,NA,"No"
"ENSGALG00000038313",372.744308767285,1.8490360996308,0.479943737212844,3.85261012127927,0.000116865390402911,0.00829845893939276,430669,79180,"EFHD2","No"
"ENSGALG00000039151",26.4301281897606,3.34730947686593,0.927665188894671,3.60831635911045,0.000308190546455177,0.0157785830868525,414796,51046,"ST8SIA3Z","No"
"ENSGALG00000039334",46.4181746418572,3.00618172284773,0.919070437050396,3.2708937222435,0.00107208191767405,0.0358520507120232,423013,388115,"CCDC9B","No"
"ENSGALG00000040069",66.4151924591668,3.53465309383855,1.00694134544999,3.51028697928674,0.000447623305641906,0.020366888904566,107053959,343472,"BARHL2","Transcription Factor"
"ENSGALG00000040342",561.465087831889,1.7540012436722,0.544709865345067,3.22006513056463,0.00128161475488773,0.0400983375034989,418479,9510,"ADAMTS1","No"
"ENSGALG00000040730",536.578012570728,3.01344466373917,0.57202679368619,5.2680131367978,1.37908240413039e-07,5.63079345606439e-05,396231,6258,"RXRG","Transcription Factor"
"ENSGALG00000041083",2457.52592702472,1.74225808051422,0.521515820669774,3.34075786670606,0.000835500532828016,0.0305946118112066,428021,7546,"ZIC2","Transcription Factor"
"ENSGALG00000042030",175.612327176378,1.5649819133266,0.449446519057208,3.48202032270585,0.000497645922567253,0.0217896868830251,419057,283208,"P4HA3","No"
"ENSGALG00000042686",1331.90599818628,3.68842421047915,0.635356700745394,5.80528104315564,6.42581277516602e-09,4.77028973836415e-06,395794,NA,"FOXD3","Transcription Factor"
"ENSGALG00000043204",402.092232238809,3.06697226929275,0.501557560236343,6.11489590117541,9.66200140904236e-10,1.12714147866057e-06,395942,5081,"PAX7","Transcription Factor"
"ENSGALG00000043217",69.4961238476162,2.99639519934269,0.889687225238479,3.36791977488439,0.000757376312602398,0.0290920991699332,429598,56751,"BARHL1","Transcription Factor"
"ENSGALG00000044661",15.5271695259205,15.2523798238009,4.02520791523632,3.78921540079139,0.000151123835416595,0.00983328478097144,426049,566,"AZU1","No"
"ENSGALG00000045738",74.3790363527158,2.62306298866634,0.734014565422879,3.57358438405803,0.000352127693625155,0.0171443514242448,100857847,NA,NA,"No"
"ENSGALG00000046682",51.8037318989641,2.90603825411584,0.752392320151175,3.8623975501663,0.000112279656303544,0.0080427690646907,NA,NA,NA,"No"
"ENSGALG00000047587",13.1671177073656,6.38197812920144,1.69011426851109,3.77606310301353,0.00015932664288254,0.0102850700852081,NA,NA,NA,"No"
"ENSGALG00000047795",19.281899543153,2.9408412081793,0.92584126344585,3.17639894039061,0.00149115733938127,0.0435691289851306,NA,NA,NA,"No"
"ENSGALG00000049887",5.64964469096054,6.09794015644289,1.62139363472179,3.76092518550514,0.000169286060566782,0.0108422742791242,NA,NA,NA,"No"
"ENSGALG00000050125",133.042802838957,1.51579336597056,0.41728483560067,3.63251485951704,0.000280672407744373,0.0148737458579711,NA,NA,NA,"No"
"ENSGALG00000050381",13.5279635164514,3.8185760898377,0.996243004711836,3.83297656473104,0.000126602018482763,0.00861526735775204,NA,NA,NA,"No"
"ENSGALG00000051578",47.6078435433104,3.24902824449115,1.00699920035162,3.22644570458116,0.00125338009845965,0.0393809587255937,NA,NA,NA,"No"
"ENSGALG00000051844",47.2399167768128,4.15708190867456,1.11849104700703,3.71668769258234,0.00020185170122779,0.0121647305699346,770237,652991,"SKOR2","Transcription Factor"
"ENSGALG00000052307",31.2189359562956,4.01095643202503,1.1042633318412,3.6322463278187,0.000280964724659187,0.0148737458579711,430848,54913,"RPP25","No"
"ENSGALG00000052856",28.4464521303134,3.85585016527532,1.08016501252897,3.56968622437391,0.000357409069059709,0.0172698370292401,NA,NA,NA,"No"
"ENSGALG00000053185",132.723068443498,3.14535348266768,0.980551062031248,3.2077406312242,0.00133782090604832,0.0411474407487404,NA,NA,NA,"No"
"ENSGALG00000053854",350.544229234967,1.56277816625043,0.399778935396258,3.90910582795319,9.26383776656132e-05,0.00692342927684506,418171,231,"AKR1E2","No"
"ENSGALG00000053986",12.2184226465146,4.27298331217014,1.27238913987946,3.35823623311886,0.000784415443198584,0.0295342699048103,NA,NA,NA,"No"
"ENSGALG00000054277",19.4628869973954,3.77593785634115,1.17963541137939,3.20093634008988,0.00136981792375189,0.0415833946667581,NA,NA,NA,"No"
"ENSGALG00000054366",35.6175075071781,2.56013020652215,0.600487820143259,4.26341737607829,2.0132396405672e-05,0.0022833492923433,NA,NA,NA,"No"
"ENSGALG00000054650",119.930024649543,2.82822836201735,0.653402224509972,4.32846454439057,1.50152499023071e-05,0.00193746221530375,112529956,100499483,"CCDC180","No"
"ENSGALG00000054657",34.98408020712,3.6915214694737,0.976409753022503,3.78070933647119,0.000156382164924863,0.0101350536410828,NA,NA,NA,"No"
"ENSGALG00000054946",69.451460150245,3.38621075099614,0.818043579979695,4.13940141316211,3.48213200175652e-05,0.00351050492917824,NA,NA,NA,"No"
