"Chick_ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chick_Entrezid","Human_Entrezid","Symbol","TF_Status"
"ENSGALG00000000112",185.076651216887,2.75252129943803,0.644356203493752,4.27173865094126,1.93954808658708e-05,0.0013422207093328,396214,5354,"PLP1","No"
"ENSGALG00000000379",2073.46030891372,2.07596334838206,0.342832410529804,6.05532990645172,1.40130174790845e-09,4.99221894795572e-07,374209,3690,"ITGB3","No"
"ENSGALG00000000521",75.1068403883151,2.30342163416703,0.707837244304797,3.2541684584983,0.00113724819704902,0.0325028080794663,415855,84501,"SPIRE2","No"
"ENSGALG00000000645",102.217637993579,1.9286559389677,0.463588379557235,4.16027671101188,3.17862246241399e-05,0.0019477327000688,NA,83715,"ESPN","No"
"ENSGALG00000000653",1311.67034575678,1.82972319979433,0.446791356111532,4.09525201140548,4.21709413203188e-05,0.00241718282847307,419825,6900,"CNTN2","No"
"ENSGALG00000001728",215.986690282594,2.16696243796956,0.312688552919533,6.93009839259195,4.20548016629364e-12,4.02648441671577e-09,417128,138151,"NACC2","No"
"ENSGALG00000002911",1323.74280581097,1.86930170209776,0.273928546204265,6.82404856302869,8.8509939434636e-12,7.1689086667314e-09,395333,26002,"MOXD1","No"
"ENSGALG00000003193",1764.91389426443,1.62767129968814,0.505132051923855,3.22226889679433,0.00127179716976538,0.0352946754413692,374211,1381,"CRABP-I","No"
"ENSGALG00000003670",826.234875563859,2.3215101896443,0.530648307114201,4.37485648879059,1.21512393229792e-05,0.000916969631471523,419173,9935,"MAFB","Transcription Factor"
"ENSGALG00000003689",83.612271074773,2.44129119252136,0.758087091963269,3.22033077518704,0.00128042763435246,0.0354699293501725,423678,9060,"PAPSS2","No"
"ENSGALG00000003736",61.787135724604,1.68465877675377,0.543908978402309,3.09731746238557,0.00195280621268154,0.0482500618904331,416834,23457,"ABCB9","No"
"ENSGALG00000003987",804.482175720364,1.68395883136689,0.360635783826097,4.66941692114201,3.02055819340434e-06,0.000298528586869426,417577,9618,"TRAF4","No"
"ENSGALG00000004028",310.24533784054,2.06260142132899,0.502104504065102,4.10791260510493,3.99251112447826e-05,0.0023167150725713,428140,8785,"MATN4","No"
"ENSGALG00000004631",1690.78390537781,2.35075688661219,0.353062314764091,6.65819258615273,2.77215385084459e-11,1.69866499364353e-08,419492,374946,"DRAXIN","No"
"ENSGALG00000005263",380.460706656349,2.34728534111169,0.425452648028531,5.51714827017431,3.44544735828282e-08,7.76188354140213e-06,395483,30812,"SOX8","Transcription Factor"
"ENSGALG00000005572",514.552377923912,2.44448801241591,0.715284212556055,3.41750589416839,0.000631977256382572,0.0210005631030903,416546,124056,"NOXO1","No"
"ENSGALG00000005628",719.142110022362,2.64993109266279,0.505018361375228,5.24719751861438,1.54430306598992e-07,2.60805051749493e-05,396242,1299,"COL9A3","No"
"ENSGALG00000005631",234.881745401306,1.63909615196458,0.383242973379263,4.2769111655506,1.89504379570322e-05,0.00133165944524668,424835,7226,"TRPM2","No"
"ENSGALG00000005985",22.6469326307548,3.43128349977639,1.04801397080651,3.27408183035556,0.00106005908472387,0.0308141273603129,NA,2662,"GDF10","No"
"ENSGALG00000006252",3131.21910113122,2.0857081607282,0.21531735366717,9.68667004867716,3.43547199764755e-22,5.26279955319628e-18,373901,8543,"LMO4","Transcription Factor"
"ENSGALG00000006473",245.139044709348,2.17087403234666,0.418732587228463,5.18439237489348,2.1672024795909e-07,3.53184838136734e-05,NA,91584,"PLXNA4","No"
"ENSGALG00000006676",116.401473605027,2.38987027162272,0.494814783249972,4.82982795284716,1.36651072177853e-06,0.000162275796487793,415492,6017,"RLBP1","No"
"ENSGALG00000007047",106.311412874063,2.32647272232883,0.741428327817491,3.1378255119779,0.00170206166871536,0.0433120975133731,423117,51083,"GAL","No"
"ENSGALG00000007732",86.747933283728,2.39976199396346,0.442639062443373,5.42148716093141,5.91052428637283e-08,1.17588729276552e-05,417001,65078,"RTN4R","No"
"ENSGALG00000007781",212.240694320692,2.83610682447762,0.657243157892925,4.31515610382309,1.59490159149085e-05,0.00116344273714516,417006,9514,"GAL3ST1","No"
